id,name,version,chain,author_name,author_id,created_at,mint_opens_at,supply,iterations_count
17170,Encoded-Babylon-2 *Bonus-Version*,fxhash 1.0 (Tezos),TEZOS,artpardini,tz1iwuHRM4E28Wfw6mPHPraZKEeeuYvURerd,2022-07-28T00:02:59+00:00,2022-07-28T00:02:59+00:00,30,30
17172,modern Papyrus,fxhash 1.0 (Tezos),TEZOS,Kaii,tz1NVgJq9WmnM5mxt325HxdXnNV9WyXPzEJh,2022-07-28T00:08:29+00:00,2022-07-28T04:00:00+00:00,29,25
17174,Lost city,fxhash 1.0 (Tezos),TEZOS,StopandGO,tz1MQra144gTMWPgb6pyuLhPWSvR7GKaLGwW,2022-07-28T00:15:29+00:00,2022-07-28T05:15:00+00:00,33,2
17175,level,fxhash 1.0 (Tezos),TEZOS,unsleeping_ik,tz2H8AANLU25yBD8MxPocngHngKNVEXXRXGE,2022-07-28T00:21:59+00:00,2022-07-28T00:21:59+00:00,100,6
17176,Morphing Convictions,fxhash 1.0 (Tezos),TEZOS,Ferdinand Dervieux,tz1feMcGwjomdn1mRCpZh9pgjMkBZkRy7jEZ,2022-07-28T00:25:29+00:00,2022-07-28T20:30:00+00:00,17,17
17177,Quilt,fxhash 1.0 (Tezos),TEZOS,Philmo,tz1eCcYKhRQtTANR6jeHBCiptzRyyZtUvpbg,2022-07-28T00:27:29+00:00,2022-07-28T03:27:29+00:00,10,10
17178,3D Fantasy Living room,fxhash 1.0 (Tezos),TEZOS,Njttt,tz1TGafU5kmVSxYnypXFrZGqiauqsjKfjuwy,2022-07-28T00:27:59+00:00,2022-07-28T14:00:00+00:00,33,33
17179,Crop Circles,fxhash 1.0 (Tezos),TEZOS,NewInTown,tz1fyc3RpxEmkV4Qk4NMo8aS95YqizZbUrXm,2022-07-28T00:28:59+00:00,2022-07-28T03:28:59+00:00,88,88
17180,PLANET ERROR,fxhash 1.0 (Tezos),TEZOS,,KT1QuqQJaC6SB2SfpK5iPa9FzY2NJBWZLHig,2022-07-28T00:31:59+00:00,2022-07-30T15:00:00+00:00,300,300
17181,Clutter,fxhash 1.0 (Tezos),TEZOS,NeoMent,tz1L3VPhjN4HKxFH74KJEwb4CBMTesdRYKJk,2022-07-28T00:32:59+00:00,2022-07-28T14:00:00+00:00,64,64
17182,Queen Bee,fxhash 1.0 (Tezos),TEZOS,QueenEyes.tez,tz1Sukm1sCZy4kea3j7r6QbQjXpaMfQ1S7LL,2022-07-28T00:49:59+00:00,2022-07-28T15:00:00+00:00,50,5
17183,Sand Shapes,fxhash 1.0 (Tezos),TEZOS,nate donato,tz2P29eeutvAfsVtEDUDcB4twrWQx8ckcNBH,2022-07-28T00:52:29+00:00,2022-07-28T16:00:00+00:00,250,152
17186,Lets Find LooKaKoo,fxhash 1.0 (Tezos),TEZOS,Profile,tz1f929prcLwNRQJRZwYRJLnqsEMb1JTWhrm,2022-07-28T01:03:29+00:00,2022-07-28T04:03:29+00:00,60,60
17187,Not Astrophage ver.1.22474487139…,fxhash 1.0 (Tezos),TEZOS,fishthe,tz1hva78nwhgfCcNgho4J5BHFxw1DcM2h8X9,2022-07-28T01:10:29+00:00,2022-07-28T04:03:44+00:00,64,64
17188, broken circles,fxhash 1.0 (Tezos),TEZOS,mll91,tz2BQTPGvUBirfuBHy38TF8p99Qe13K6x7Dm,2022-07-28T01:11:59+00:00,2022-07-28T04:11:59+00:00,43,33
17191,Glow,fxhash 1.0 (Tezos),TEZOS,Prime351,tz1YM2HL3AdLyUm4dEANKTStSyBQ9LfiNQ1C,2022-07-28T01:50:29+00:00,2022-07-28T16:30:00+00:00,7,7
17192,OctoMoods,fxhash 1.0 (Tezos),TEZOS,WORMHOLY,tz1MmDe2q7Fuo9SRyVWQwZx1YeppAkiChR1u,2022-07-28T02:00:29+00:00,2022-07-28T05:00:29+00:00,333,5
17194,Stacked Mondrian,fxhash 1.0 (Tezos),TEZOS,,KT1HCqLLEDy2bvcwx2xpED1skt1g2BVbisht,2022-07-28T02:07:29+00:00,2022-08-08T21:00:00+00:00,100,29
17195,Citta,fxhash 1.0 (Tezos),TEZOS,Murat Atimtay,tz1XvP1MfRgh6DbHhVXK5TTqKznV5MYCGoMv,2022-07-28T02:09:29+00:00,2022-07-30T14:00:00+00:00,256,256
17196,Superimposed Octagonal Pyramids,fxhash 1.0 (Tezos),TEZOS,Dr. Bill Kolomyjec,tz1bDn9tU2SjWjr64g2r4jhgos4rE6AssyUb,2022-07-28T02:22:29+00:00,2022-07-28T02:22:29+00:00,128,128
17197,Entropy Blender,fxhash 1.0 (Tezos),TEZOS,Estelle Flores,tz1VDrHAnLxLH8JrWAKkZhJjyaqqR3qsbhUQ,2022-07-28T02:30:29+00:00,2022-07-28T16:00:00+00:00,100,100
17198,Broken Kaleidoscope,fxhash 1.0 (Tezos),TEZOS,Neoformix,tz2C7Z2jb4x8Wfd599Yp1qZRu56RxEUDrykQ,2022-07-28T02:31:59+00:00,2022-07-28T15:00:00+00:00,50,50
17199,Tourmaline,fxhash 1.0 (Tezos),TEZOS,Stonn,tz1eqcruUAez6PASNd9Z5oHT2rqoTPqWGFsU,2022-07-28T02:48:59+00:00,2022-07-28T05:48:59+00:00,126,126
17201,Refractors,fxhash 1.0 (Tezos),TEZOS,,KT1FMSzRUu83DDrNBbzqGwWomFa6qcRUiept,2022-07-28T03:07:59+00:00,2022-07-28T06:07:59+00:00,64,64
17202,Pxl Loot,fxhash 1.0 (Tezos),TEZOS,pxlgxd,tz1WBDexr5MYEUyR1EoVjyMR4Rw8Q7CtbSkc,2022-07-28T03:19:29+00:00,2022-07-28T06:19:29+00:00,77,77
17203,Stem,fxhash 1.0 (Tezos),TEZOS,sectr_,tz1XXEznAi97izCH3FXV9W7JUFsLeaCNbdfG,2022-07-28T03:52:29+00:00,2022-07-28T07:00:00+00:00,7,7
17204,Swirling Thoughts,fxhash 1.0 (Tezos),TEZOS,Rigved Maanas,tz1Yxykwng7KsAqYSX82B6pVn89zwjzAdTh5,2022-07-28T04:10:59+00:00,2022-07-28T19:30:00+00:00,150,10
17206,SPACE ODDITY,fxhash 1.0 (Tezos),TEZOS,Profile,tz1f929prcLwNRQJRZwYRJLnqsEMb1JTWhrm,2022-07-28T05:11:59+00:00,2022-07-28T15:00:00+00:00,200,200
17207,Dandelion at night,fxhash 1.0 (Tezos),TEZOS,Sahere.art,tz1hioxDBbHcHtzeab2t2yeJA8gfsLcDcffN,2022-07-28T05:14:59+00:00,2022-07-28T11:30:00+00:00,12,12
17208,Gehenna,fxhash 1.0 (Tezos),TEZOS,nTRPC,tz1b4UhwsKz9fGSYTWCjtuc7ezxv4YsCGG5U,2022-07-28T05:17:59+00:00,2022-07-28T05:17:59+00:00,128,27
17209,FlowPat,fxhash 1.0 (Tezos),TEZOS,Arash,tz1cnvR3GibQknPY7R9quPLWYrttpEdxsAYZ,2022-07-28T05:18:59+00:00,2022-07-28T12:30:00+00:00,17,17
17210,Zarandas,fxhash 1.0 (Tezos),TEZOS,"Dead Inside""",tz1RbPaVrgSZTnpgKH1UE5dgkSEz2d26UiGs,2022-07-28T05:51:14+00:00,2022-07-28T08:51:14+00:00,3,3
17211,Risco,fxhash 1.0 (Tezos),TEZOS,pecinco,tz1M8SjoCGDuv7E1NQm7z4kxXgm2LjteNPtP,2022-07-28T06:09:14+00:00,2022-07-28T09:09:14+00:00,30,30
17212,Shape Pattern,fxhash 1.0 (Tezos),TEZOS,CATIFLY,tz1i5kWSRmuWrm43mQB83fbWEmv5yykNk3EW,2022-07-28T06:17:14+00:00,2022-07-28T09:17:14+00:00,1,1
17213,Infinity,fxhash 1.0 (Tezos),TEZOS,,KT1HKMoi9EjLnTs4TSvr74ZQD5cF8XHfbuLx,2022-07-28T06:21:44+00:00,2022-07-28T09:21:44+00:00,4,4
17214,Peacock Feathers,fxhash 1.0 (Tezos),TEZOS,Peacock,tz1SBXynNoXkey6bGo5PvxXpGxUrubirVV6V,2022-07-28T06:28:14+00:00,2022-07-28T09:28:14+00:00,100,0
17216,Obscurity,fxhash 1.0 (Tezos),TEZOS,unsleeping_ik,tz2H8AANLU25yBD8MxPocngHngKNVEXXRXGE,2022-07-28T06:31:44+00:00,2022-07-28T06:31:44+00:00,50,5
17217,AERIAL,fxhash 1.0 (Tezos),TEZOS,andre,tz1ZEoCxEKW6fPZv8LZrpu2N6DBZcCCqMS6v,2022-07-28T06:33:14+00:00,2022-07-28T16:00:00+00:00,100,100
17219,Midnight July,fxhash 1.0 (Tezos),TEZOS,Wavez,tz29dPwiTDumxZL9Tqmus665JPgE9VYBZcej,2022-07-28T06:49:44+00:00,2022-07-28T09:49:44+00:00,15,15
17220,Tempestas,fxhash 1.0 (Tezos),TEZOS,Ad Mortem Festinamus,tz1Pu9DKJiJB8hDoqo54zQDRDSdbPWi7ARZb,2022-07-28T06:56:14+00:00,2022-07-28T17:00:00+00:00,100,100
17221,The Early Birds Get The Worm,fxhash 1.0 (Tezos),TEZOS,Yale,tz1LKWSFF64CGHASFPb2jYpnJwN5Mu9c8phg,2022-07-28T07:02:14+00:00,2022-07-28T20:00:00+00:00,20,10
17222,Nice World,fxhash 1.0 (Tezos),TEZOS,Ramanujan Matt,tz1KsAWxGKZQynkoFojBZ2LebQB9Fj8MC1SU,2022-07-28T07:03:14+00:00,2022-07-28T10:03:14+00:00,18,8
17223,Art blocks II,fxhash 1.0 (Tezos),TEZOS,,KT1Eo8QShhEMLWHb9puTZVE9bQZyrpFE4Q6H,2022-07-28T07:07:14+00:00,2022-08-07T16:00:00+00:00,200,200
17225,Mooner,fxhash 1.0 (Tezos),TEZOS,Wanda,tz1QVDBosBKCUjRxFkQpSg2MGMzTyHkABKgd,2022-07-28T07:17:14+00:00,2022-07-29T01:00:00+00:00,25,0
17226,squareBOB,fxhash 1.0 (Tezos),TEZOS,Summer Ted,tz1Ub9AjV5mEw5NvRcMvDojHBG2u1oHdbEb1,2022-07-28T07:22:59+00:00,2022-07-28T16:00:00+00:00,50,0
17227,Soft Memories,fxhash 1.0 (Tezos),TEZOS,quentinhocde,tz1g2ZxQbaePfmpSwPQNRVNaF5aJdVmZWZgL,2022-07-28T07:22:59+00:00,2022-07-28T07:22:59+00:00,64,64
17228,Alien Pixl,fxhash 1.0 (Tezos),TEZOS,Dashzoom,tz1PGRUVoUbHUYSFcBDL5pksACRNkZdEepLS,2022-07-28T07:28:29+00:00,2022-07-28T10:28:29+00:00,99,0
17230,skydemon,fxhash 1.0 (Tezos),TEZOS,Nature-Love,tz1L4ebEd1Rp3S1GzrygxjY9hQaN76hWYESr,2022-07-28T07:30:29+00:00,2022-07-29T08:00:00+00:00,66,0
17231,Mikanos,fxhash 1.0 (Tezos),TEZOS,Hana Falk,tz1ZDV5QNm3HKerxQ8Qofsg6UpwrST69cX9m,2022-07-28T07:39:29+00:00,2022-07-28T12:35:00+00:00,55,8
17232,"Blocks Chained, or Unchained, V2.0",fxhash 1.0 (Tezos),TEZOS,VidaV,tz1d9Myu2E1LAPHfdpcbkRKV3h6eVWoWfPkw,2022-07-28T07:40:29+00:00,2022-07-28T10:40:29+00:00,256,33
17233,Air pollution,fxhash 1.0 (Tezos),TEZOS,StopandGO,tz1MQra144gTMWPgb6pyuLhPWSvR7GKaLGwW,2022-07-28T07:45:29+00:00,2022-07-29T11:45:00+00:00,100,0
17234,Creepy Dolls,fxhash 1.0 (Tezos),TEZOS,BelElbar,tz1dzjuqCJKHjWoH5egJ2doUP6CGLAVV3Mzn,2022-07-28T07:48:29+00:00,2022-07-28T10:48:29+00:00,666,666
17236,Find ball,fxhash 1.0 (Tezos),TEZOS,john Novak,tz1iBm3MHVZFuyA1m4rzEkXvJVpN3M62dcm6,2022-07-28T07:52:44+00:00,2022-07-30T13:00:00+00:00,30,0
17237,Postage Stamp,fxhash 1.0 (Tezos),TEZOS,Cloudstar,tz1MQR3vVfkt8vmbgUZYFTdeEJ9FyJdMPaWu,2022-07-28T07:53:14+00:00,2022-07-28T10:53:14+00:00,100,87
17241,Silent Marsh,fxhash 1.0 (Tezos),TEZOS,Gray Team,tz1ThhZJi4PpdhPfN4SyRDQqBAc7FVDxD1mA,2022-07-28T07:56:44+00:00,2022-07-29T18:30:00+00:00,32,32
17240, Arrows,fxhash 1.0 (Tezos),TEZOS,Animal lover,tz1T2KSeB28haYJui1AerBXbqdypugjBHKYt,2022-07-28T07:56:44+00:00,2022-07-30T08:00:00+00:00,128,0
17239,Moving Blocks Mono,fxhash 1.0 (Tezos),TEZOS,dirx,tz1QM2ZmH3HUD5MUSY3efFvYqLz3A2rZZmT6,2022-07-28T07:56:44+00:00,2022-08-04T19:00:00+00:00,55,55
17242,Start,fxhash 1.0 (Tezos),TEZOS,Safoura.f,tz1daCwWfMHk2Lb2h5QfeKSFA4bHCWByiQLr,2022-07-28T07:57:14+00:00,2022-07-28T11:30:00+00:00,40,4
17243,Morphing Convictions,fxhash 1.0 (Tezos),TEZOS,Ferdinand Dervieux,tz1feMcGwjomdn1mRCpZh9pgjMkBZkRy7jEZ,2022-07-30T18:00:14+00:00,2022-07-30T19:00:00+00:00,128,128
17246,Climbing the stairs to the moon,fxhash 1.0 (Tezos),TEZOS,ino,tz1ULGGwPTP8VF9SiKQ4zou4dVqB5KU5MFqt,2022-07-30T18:00:44+00:00,2022-07-30T21:00:44+00:00,50,2
17244,Sketches of Unidentified Plankton,fxhash 1.0 (Tezos),TEZOS,fishthe,tz1hva78nwhgfCcNgho4J5BHFxw1DcM2h8X9,2022-07-30T18:00:44+00:00,2022-07-31T01:18:22+00:00,99,99
17245,Spock's Scope,fxhash 1.0 (Tezos),TEZOS,nTRPC,tz1b4UhwsKz9fGSYTWCjtuc7ezxv4YsCGG5U,2022-07-30T18:00:44+00:00,2022-07-30T19:05:00+00:00,32,1
17247,No Escape,fxhash 1.0 (Tezos),TEZOS,p5wie,tz2EHfx2H2VYxgKSASaoEyMM5CLtaRp5F4Nc,2022-07-30T18:01:44+00:00,2022-07-31T11:08:00+00:00,128,77
17249,Bright Circuits,fxhash 1.0 (Tezos),TEZOS,AdriZ,tz1f6ggm4FHj8V83MrgQhtCndggXV8x2DjZU,2022-07-30T18:02:14+00:00,2022-07-30T21:16:00+00:00,256,256
17250,Hard Development,fxhash 1.0 (Tezos),TEZOS,pb67art,tz28wccss1WfYtqbGUMuWQDw6Vhro6sdWSxj,2022-07-30T18:02:14+00:00,2022-07-30T19:00:00+00:00,16,16
17248,⊗⊕⊗⊕,fxhash 1.0 (Tezos),TEZOS,nt_worm,tz1du7JyqkpAWrQf7kspXS383wpMxkVWCoqQ,2022-07-30T18:02:14+00:00,2022-07-30T18:02:14+00:00,50,50
17251,Mersenne,fxhash 1.0 (Tezos),TEZOS,mozrt,tz1NXfYkNFr7LsfFZ8fLV1R2vDJwo3XGsLBT,2022-07-30T18:03:14+00:00,2022-07-30T21:03:14+00:00,100,100
17252,hello_world_2,fxhash 1.0 (Tezos),TEZOS,alssndr,tz1bCJtLWxeTqVGztBin8e7ecGa7neMtpEfm,2022-07-30T18:03:44+00:00,2022-07-30T21:03:44+00:00,8,4
17253,Vertical World,fxhash 1.0 (Tezos),TEZOS,haxenfan,tz1QecyYYcTDMoUYuXSxLDgrwyiL2o9EUHrZ,2022-07-30T18:08:44+00:00,2022-07-31T13:30:00+00:00,128,128
17254,ONE WORD (Ed.1),fxhash 1.0 (Tezos),TEZOS,Karuma,tz1bKEfkMWFWVkub2yhcXXuH64jFrYoeKqqd,2022-07-30T18:09:44+00:00,2022-07-30T19:05:00+00:00,128,128
17256,FxZawali,fxhash 1.0 (Tezos),TEZOS,BelElbar,tz1dzjuqCJKHjWoH5egJ2doUP6CGLAVV3Mzn,2022-07-30T18:12:44+00:00,2022-07-30T21:12:44+00:00,8,8
17257,Ornamental Tree,fxhash 1.0 (Tezos),TEZOS,nudoru,tz1hf7a8ueUyHvjAZ4VhxUGAnGfhvTmnffyw,2022-07-30T18:13:44+00:00,2022-07-30T18:13:44+00:00,160,160
17258,Feelings,fxhash 1.0 (Tezos),TEZOS,Kristopheres,tz1UD126FmwvfwbCBAMqGjohiWdmXBSHVKCf,2022-07-30T18:14:44+00:00,2022-07-30T21:14:44+00:00,128,128
17263,Elfin Forest,fxhash 1.0 (Tezos),TEZOS,Turgut,tz1M7iy9zjYPSZQprsB2vJxyTfuejXs8oWxS,2022-07-30T18:16:14+00:00,2022-07-30T21:16:14+00:00,100,37
17262,GEIKKO,fxhash 1.0 (Tezos),TEZOS,Jalu,tz1aA45gD9gvBT34F4E5kDNnwxbXHMNsAgsL,2022-07-30T18:16:14+00:00,2022-07-30T18:16:14+00:00,33,33
17261,tiles,fxhash 1.0 (Tezos),TEZOS,André Oliveira Cebola,tz1hJthETP8KDfaQ9V8iaSEAWDYkijCKZKZK,2022-07-30T18:16:14+00:00,2022-07-30T18:16:14+00:00,22,22
17260,Trembled,fxhash 1.0 (Tezos),TEZOS,rangga_purnama_aji,tz1f5b3SKY2RnVKv7owkKTiNKrTKS6CaQ4vi,2022-07-30T18:16:14+00:00,2022-07-30T18:16:14+00:00,32,17
17265,Natural Paths,fxhash 1.0 (Tezos),TEZOS,Medusa,tz1hFnVjZs3JwJD8NQzGARchhXbiqBij9Fox,2022-07-30T18:18:14+00:00,2022-07-30T18:18:14+00:00,20,20
17266,Abstract Field,fxhash 1.0 (Tezos),TEZOS,Philmo,tz1eCcYKhRQtTANR6jeHBCiptzRyyZtUvpbg,2022-07-30T18:20:14+00:00,2022-07-30T21:20:14+00:00,5,5
17267,FRAG || DEFRAG,fxhash 1.0 (Tezos),TEZOS,Morbeck,tz1TwmL2MU2kmNrT3a3Jdc3YE9D9wCQDXbsm,2022-07-30T18:22:44+00:00,2022-07-30T19:30:00+00:00,115,115
17268,Vormenspel,fxhash 1.0 (Tezos),TEZOS,Lucas S. Reveil,tz2XS9YK749k4SZ61SgyEsqei2Q8AuUzxody,2022-07-30T18:24:14+00:00,2022-07-30T18:24:14+00:00,255,255
17270,CutieCakes Class of July '22,fxhash 1.0 (Tezos),TEZOS,CoXy,tz2B3TvoYS7mTFnLhMgZbjH7J7Q1HJbUbecQ,2022-07-30T18:25:44+00:00,2022-07-30T21:25:44+00:00,16,16
17271,Pop pop rectangle,fxhash 1.0 (Tezos),TEZOS,Blind Ciquens,tz1LPcimakRx19phv4fAgiPcLuAs1nqJ4zLx,2022-07-30T18:28:44+00:00,2022-07-30T21:28:44+00:00,128,128
17272,random feels,fxhash 1.0 (Tezos),TEZOS,8bit_titty,tz2QiUv1x7TR6UGTi3pHx8CukkQsTZrRdPcg,2022-07-30T18:30:44+00:00,2022-07-30T21:30:44+00:00,100,8
17273,Minimal Paintings,fxhash 1.0 (Tezos),TEZOS,yunus guneyli,tz1fchbNRthyyvhMDqMYiHhe8oHbXWU3SVtH,2022-07-30T18:32:14+00:00,2022-07-31T15:30:00+00:00,49,49
17274,crazy earthworms,fxhash 1.0 (Tezos),TEZOS,Pepez,tz1X6c3hwNyZ9fJMsRyi8RJxnhjH28G9gSuJ,2022-07-30T18:33:14+00:00,2022-07-30T21:33:14+00:00,59,0
17275,The Good Corals,fxhash 1.0 (Tezos),TEZOS,Loosh,tz1bdQwjydZvgcXarD7ue7R2hKdehsnZKKrK,2022-07-30T18:38:44+00:00,2022-07-30T21:38:44+00:00,161,161
17276,Money pig,fxhash 1.0 (Tezos),TEZOS,Tom Bluster,tz1gu5EBHu8eDvtAVBq8ZzwozuWAhUHH6cVZ,2022-07-30T18:41:14+00:00,2022-07-30T21:41:14+00:00,2,2
17277,hello hash,fxhash 1.0 (Tezos),TEZOS,helloworld3,tz1a6K69owH9mk8FabDGgpgUmfGV5HhEpkmt,2022-07-30T18:41:44+00:00,2022-07-30T21:41:44+00:00,30,16
17278,Dream house,fxhash 1.0 (Tezos),TEZOS,alternaz,tz1UHDryPeZAYuJFUTFds5qmWnQvA9yJK4NL,2022-07-30T18:45:14+00:00,2022-07-30T21:45:14+00:00,96,0
17279,Elephant school,fxhash 1.0 (Tezos),TEZOS,ziacartoon,tz1NLTTtKoZYjMLvBSHd3TX5nt6SNKWcuBhz,2022-07-30T18:49:14+00:00,2022-08-04T17:00:00+00:00,50,50
17281,this is not a dream,fxhash 1.0 (Tezos),TEZOS,auniseiva,tz1YMTxTevLgMftbRBprNxKh1LSzCh6euG5Z,2022-07-30T18:50:14+00:00,2022-07-30T21:50:14+00:00,128,128
17282,Roots,fxhash 1.0 (Tezos),TEZOS,Shasta Bell,tz1Lk9wChYetxb3wsLmwVgrJCEzeRCbxue1x,2022-07-30T18:51:14+00:00,2022-07-30T22:00:00+00:00,1,1
17283,clouded mind,fxhash 1.0 (Tezos),TEZOS,sweetavenue,tz1X46rYGCf4eHXC5RaTD8xcz248sCBjHwB3,2022-07-30T18:53:14+00:00,2022-08-02T16:00:00+00:00,11,11
17284,Triangulatria v.3.0.16 Glassamatz-Tinbach,fxhash 1.0 (Tezos),TEZOS,Beppe,tz1TRo6E7mkWVXXbr6bqadKozg3yV3FhnbL2,2022-07-30T18:54:14+00:00,2022-07-30T18:54:14+00:00,2,2
17285,Orbits Neighborhood,fxhash 1.0 (Tezos),TEZOS,PNAN,tz1SyxGr4dB8XUGHdc6DMZ9mmAZ8sTjXnmci,2022-07-30T18:57:14+00:00,2022-07-30T21:57:14+00:00,64,7
17286,Wildflowers,fxhash 1.0 (Tezos),TEZOS,Vivian,tz1cnx7wcbVeEqe2NsVvsVRU5W6S5469fNps,2022-07-30T19:03:14+00:00,2022-07-30T22:03:14+00:00,55,2
17287,Stack Up,fxhash 1.0 (Tezos),TEZOS,Marc Barbero,tz1hQLTpARb63MNcBVHg1WT6E4eWRKXtYeNM,2022-07-30T19:04:14+00:00,2022-07-30T23:00:00+00:00,28,28
17288,FSSCII,fxhash 1.0 (Tezos),TEZOS,borygon,tz2UjV191ZDwHKv8En1ACevHXp4ox8qkvP9X,2022-07-30T19:06:44+00:00,2022-07-30T22:06:44+00:00,500,158
17289,Sakuras in the snow,fxhash 1.0 (Tezos),TEZOS,Lucius,tz2MmqCwgXpLppLk6tD1SfK3c6561HHVWJ3q,2022-07-30T19:08:14+00:00,2022-07-30T23:04:32+00:00,50,24
17290,Zephyr,fxhash 1.0 (Tezos),TEZOS,Code_rgb,tz1MuSotaCZsxkw5dcFGFPa8yc7sxSRk9jAM,2022-07-30T19:11:14+00:00,2022-08-04T18:00:00+00:00,512,512
17291, Geometry and life,fxhash 1.0 (Tezos),TEZOS,jaam,tz1fWrvvEiFoXJoA7JKS6hdWsare8AAkDVhW,2022-07-30T19:13:44+00:00,2022-07-31T17:00:00+00:00,49,49
17293,Untitled II,fxhash 1.0 (Tezos),TEZOS,Philmo,tz1eCcYKhRQtTANR6jeHBCiptzRyyZtUvpbg,2022-07-30T19:21:44+00:00,2022-07-30T23:00:00+00:00,64,64
17295,new SmallPiece('mountains'),fxhash 1.0 (Tezos),TEZOS,new SmallPiece(),tz1QtMmFRq2ajUnwe8CuyNiWEsqYpYJwKBF3,2022-07-30T19:28:14+00:00,2022-07-30T22:28:14+00:00,128,128
17296,Labyrinth,fxhash 1.0 (Tezos),TEZOS,Victoria Crux,tz2A5bAffRWCs2WhmDPUcqYHNT9E8auVXJGq,2022-07-30T19:32:14+00:00,2022-07-31T14:00:00+00:00,255,255
17297,Brew,fxhash 1.0 (Tezos),TEZOS,legoushque,tz1fV3B2nUajaPRYEg1tU2vG98xgtWkTYchp,2022-07-30T19:35:44+00:00,2022-07-31T14:01:00+00:00,32,32
17298,AN2: Recuerdos ,fxhash 1.0 (Tezos),TEZOS,Kandji,tz1WMgiMVxvMyzGE2n19wWHmauAt8uDU9Dw3,2022-07-30T19:40:14+00:00,2022-07-30T21:00:00+00:00,90,90
17299,Evasion,fxhash 1.0 (Tezos),TEZOS,Playground,tz1fk4Jrr5c6fRZFZmvo72WNuctR5mKftHWR,2022-07-30T19:42:44+00:00,2022-07-31T15:00:00+00:00,150,55
17300,Starmap - AI Study I,fxhash 1.0 (Tezos),TEZOS,CoDexter,tz1TgWVE36zXdoSuK31knjXs7q8yfnPuPGVv,2022-07-30T19:45:44+00:00,2022-07-30T22:45:44+00:00,256,256
17301,cc1: fairpass,fxhash 1.0 (Tezos),TEZOS,vuisnotabot,tz1VgwAz2qucGeEYNwiCsVt7fDj1nmU1debr,2022-07-30T19:52:44+00:00,2022-07-30T20:30:00+00:00,342,121
17303,Chaosmosis,fxhash 1.0 (Tezos),TEZOS,josemiguel.tez,tz1VTStnDKBJNsADuQtH5MrSNhTd3k6oPJK4,2022-07-30T20:09:14+00:00,2022-07-30T23:09:14+00:00,60,14
17304,Triangulatria v.3.0.17 Glassamatz-Leadbach,fxhash 1.0 (Tezos),TEZOS,Beppe,tz1TRo6E7mkWVXXbr6bqadKozg3yV3FhnbL2,2022-07-30T20:12:14+00:00,2022-07-30T20:12:14+00:00,1,1
17305,Tez 🗑️,fxhash 1.0 (Tezos),TEZOS,htmlcss,tz1bXW2EPZXzdXeSmFjdTuQ36t5RztBqSTaB,2022-07-30T20:13:44+00:00,2022-07-30T23:13:44+00:00,23,23
17306,Mood Board ,fxhash 1.0 (Tezos),TEZOS,ZEEk,tz2HoJHMbfTyM7X9eNrKMspLo5LRvtFY3E76,2022-07-30T20:16:14+00:00,2022-07-30T23:16:14+00:00,20,1
17308,P(M),fxhash 1.0 (Tezos),TEZOS,xkmare,tz1awNfZ5aNJPQMYCZXdB9cPXq9KeaEQhq55,2022-07-30T20:34:29+00:00,2022-07-30T23:34:29+00:00,10,5
17309,Plasma,fxhash 1.0 (Tezos),TEZOS, Michael-Art,tz1dBeV1yvrHRZPwkwsdds9Rs7YKN9MgcCLz,2022-07-30T20:37:29+00:00,2022-07-31T07:55:00+00:00,70,0
17311,MOMENTS,fxhash 1.0 (Tezos),TEZOS,Profile,tz1f929prcLwNRQJRZwYRJLnqsEMb1JTWhrm,2022-07-30T20:40:44+00:00,2022-07-30T23:40:44+00:00,10,10
17312,Water-Toss Game,fxhash 1.0 (Tezos),TEZOS,,KT1QYstK7M8xng349zQygEHrNNm1zoEWqGrn,2022-07-30T20:47:29+00:00,2022-08-04T18:37:00+00:00,50,50
17313,Sajjadah,fxhash 1.0 (Tezos),TEZOS,Reminder,tz1ZZfSiwQRaHqzge7fyJZsqUrJnPbbcFhgV,2022-07-30T21:12:59+00:00,2022-07-31T00:12:59+00:00,256,22
17314,Triangulatria v.3.0.18 Glassamatz-Zincbach,fxhash 1.0 (Tezos),TEZOS,Beppe,tz1TRo6E7mkWVXXbr6bqadKozg3yV3FhnbL2,2022-07-30T21:14:29+00:00,2022-07-30T21:14:29+00:00,3,3
17316,Arts and Letters,fxhash 1.0 (Tezos),TEZOS,PaulKenneth,tz1gDN5XkefKF3Amk3tyfs1q4Bv2SCA3VrRX,2022-07-30T21:18:29+00:00,2022-07-31T20:00:00+00:00,16,16
17317,Cities From Scratch,fxhash 1.0 (Tezos),TEZOS,ino,tz1ULGGwPTP8VF9SiKQ4zou4dVqB5KU5MFqt,2022-07-30T21:19:59+00:00,2022-07-31T00:19:59+00:00,95,0
17318,Still Life #12,fxhash 1.0 (Tezos),TEZOS,Naeini,tz1N1oUMt7SNJrpMm8bvKjioqSy5cWu9tm3A,2022-07-30T21:27:59+00:00,2022-08-01T16:45:00+00:00,30,30
17319,Color City,fxhash 1.0 (Tezos),TEZOS,Astrexx,tz1a178McKEkiENQpHbBuo1MnUH6LqqJXtd3,2022-07-30T21:28:29+00:00,2022-07-31T02:00:00+00:00,25,0
17320,Limina,fxhash 1.0 (Tezos),TEZOS,r0zk0,tz1Std1QifDQ7Smj5oJBtHvAAmJhibZS8DVD,2022-07-30T21:31:29+00:00,2022-08-05T13:00:00+00:00,292,292
