channel,rotator,hue360,sat100,light100,length
1,200.143,160.3125,59.375,59.375,118
3,200.143,194.0625,59.375,59.375,118
7,200.143,261.5625,34.375,34.375,66
1,200.332,165.9375,79.6875,79.6875,118
3,200.332,199.6875,79.6875,79.6875,118
7,200.332,247.5,43.75,43.75,62
1,200.521,135,99.21875,99.21875,118
3,200.521,168.75,99.21875,99.21875,118
7,200.521,255.9375,34.375,34.375,36
1,200.710,146.25,72.65625,72.65625,118
3,200.710,180,72.65625,72.65625,118
7,200.710,247.5,40.625,40.625,53
1,200.899,140.625,83.59375,83.59375,118
3,200.899,174.375,83.59375,83.59375,118
7,200.899,261.5625,42.96875,42.96875,64
7,201.089,247.5,55.46875,55.46875,64
1,201.100,120.9375,72.65625,72.65625,113
3,201.100,154.6875,72.65625,72.65625,113
2,201.278,180,59.375,59.375,478
4,201.278,213.75,59.375,59.375,478
5,201.278,126.5625,92.96875,92.96875,1438
7,201.278,267.1875,43.75,43.75,83
1,201.289,101.25,79.6875,79.6875,118
3,201.289,135,79.6875,79.6875,118
6,201.289,101.25,79.6875,79.6875,118
8,201.290,219.375,39.0625,39.0625,1184
9,201.290,219.375,39.0625,39.0625,1076
1,201.467,135,59.375,59.375,118
3,201.467,168.75,59.375,59.375,118
6,201.467,135,59.375,59.375,118
7,201.467,247.5,34.375,34.375,91
1,201.656,146.25,66.40625,66.40625,118
3,201.656,180,66.40625,66.40625,118
6,201.656,146.25,66.40625,66.40625,118
7,201.656,261.5625,32.8125,32.8125,51
1,201.845,154.6875,69.53125,69.53125,118
3,201.845,188.4375,69.53125,69.53125,118
6,201.845,154.6875,69.53125,69.53125,118
7,201.845,247.5,25,25,73
1,202.034,165.9375,66.40625,66.40625,118
2,202.034,188.4375,53.125,53.125,478
3,202.034,199.6875,66.40625,66.40625,118
4,202.034,222.1875,53.125,53.125,478
6,202.034,165.9375,66.40625,66.40625,118
7,202.034,255.9375,34.375,34.375,74
1,202.224,180,66.40625,66.40625,118
3,202.224,213.75,66.40625,66.40625,118
6,202.224,180,66.40625,66.40625,118
7,202.224,247.5,16.40625,16.40625,106
1,202.413,174.375,59.375,59.375,118
3,202.413,208.125,59.375,59.375,118
6,202.413,174.375,59.375,59.375,118
7,202.413,253.125,31.25,31.25,76
1,202.602,188.4375,76.5625,76.5625,118
3,202.602,222.1875,76.5625,76.5625,118
6,202.602,188.4375,76.5625,76.5625,118
7,202.602,247.5,40.625,40.625,98
1,202.791,168.75,56.25,56.25,118
2,202.791,208.125,56.25,56.25,478
3,202.791,202.5,56.25,56.25,118
4,202.791,241.875,56.25,56.25,478
6,202.791,168.75,56.25,56.25,118
7,202.791,255.9375,50.78125,50.78125,62
1,202.980,174.375,59.375,59.375,118
3,202.980,208.125,59.375,59.375,118
6,202.980,174.375,59.375,59.375,118
7,202.980,247.5,31.25,31.25,66
1,203.169,180,56.25,56.25,118
3,203.169,213.75,56.25,56.25,118
6,203.169,180,56.25,56.25,118
7,203.169,261.5625,20.3125,20.3125,70
1,203.359,160.3125,69.53125,69.53125,118
3,203.359,194.0625,69.53125,69.53125,118
6,203.359,160.3125,69.53125,69.53125,118
7,203.359,247.5,34.375,34.375,118
1,203.548,165.9375,53.125,53.125,118
2,203.548,199.6875,62.5,62.5,478
3,203.548,199.6875,53.125,53.125,118
4,203.548,233.4375,62.5,62.5,478
6,203.548,165.9375,53.125,53.125,118
7,203.548,267.1875,44.53125,44.53125,80
5,203.559,92.8125,88.28125,88.28125,1913
8,203.584,219.375,42.1875,42.1875,1404
9,203.584,219.375,42.1875,42.1875,1377
1,203.737,168.75,66.40625,66.40625,118
3,203.737,202.5,66.40625,66.40625,118
6,203.737,168.75,66.40625,66.40625,118
7,203.756,247.5,43.75,43.75,67
1,203.926,154.6875,72.65625,72.65625,118
3,203.926,188.4375,72.65625,72.65625,118
6,203.926,154.6875,72.65625,72.65625,118
7,203.926,261.5625,40.625,40.625,56
1,204.115,160.3125,76.5625,76.5625,118
3,204.115,194.0625,76.5625,76.5625,118
6,204.115,160.3125,76.5625,76.5625,118
7,204.115,247.5,31.25,31.25,74
1,204.305,146.25,69.53125,69.53125,118
2,204.305,202.5,56.25,56.25,478
3,204.305,180,69.53125,69.53125,118
4,204.305,236.25,56.25,56.25,478
6,204.305,146.25,69.53125,69.53125,118
7,204.305,255.9375,34.375,34.375,75
1,204.494,154.6875,76.5625,76.5625,118
3,204.494,188.4375,76.5625,76.5625,118
6,204.494,154.6875,76.5625,76.5625,118
7,204.494,247.5,40.625,40.625,107
1,204.683,135,59.375,59.375,118
3,204.683,168.75,59.375,59.375,118
6,204.683,135,59.375,59.375,118
7,204.683,253.125,27.34375,27.34375,75
1,204.872,146.25,69.53125,69.53125,118
3,204.872,180,69.53125,69.53125,118
6,204.872,146.25,69.53125,69.53125,118
7,204.872,247.5,46.875,46.875,92
1,205.061,143.4375,72.65625,72.65625,118
2,205.061,219.375,48.4375,48.4375,478
3,205.061,177.1875,72.65625,72.65625,118
4,205.061,253.125,48.4375,48.4375,478
6,205.061,143.4375,72.65625,72.65625,118
7,205.061,255.9375,43.75,43.75,76
1,205.250,146.25,72.65625,72.65625,118
3,205.250,180,72.65625,72.65625,118
6,205.250,146.25,72.65625,72.65625,118
7,205.250,247.5,37.5,37.5,70
7,205.440,261.5625,34.375,34.375,66
1,205.451,137.8125,72.65625,72.65625,118
3,205.451,171.5625,72.65625,72.65625,118
6,205.451,137.8125,72.65625,72.65625,118
1,205.629,140.625,92.96875,92.96875,118
3,205.629,174.375,92.96875,92.96875,118
6,205.629,140.625,92.96875,92.96875,118
7,205.629,247.5,43.75,43.75,62
2,205.818,222.1875,53.125,53.125,480
4,205.818,255.9375,53.125,53.125,478
7,205.818,255.9375,34.375,34.375,36
1,205.829,135,72.65625,72.65625,118
3,205.829,168.75,72.65625,72.65625,118
6,205.829,135,72.65625,72.65625,118
7,206.007,247.5,40.625,40.625,53
1,206.018,140.625,72.65625,72.65625,118
3,206.018,174.375,72.65625,72.65625,118
6,206.018,140.625,72.65625,72.65625,118
7,206.196,261.5625,42.96875,42.96875,64
1,206.207,146.25,72.65625,72.65625,118
3,206.207,180,72.65625,72.65625,118
6,206.207,146.25,72.65625,72.65625,118
7,206.385,247.5,55.46875,55.46875,64
1,206.396,154.6875,69.53125,69.53125,113
3,206.396,188.4375,69.53125,69.53125,113
6,206.396,154.6875,69.53125,69.53125,113
1,206.575,98.4375,83.59375,83.59375,118
3,206.575,132.1875,83.59375,83.59375,118
6,206.575,98.4375,83.59375,83.59375,118
7,206.575,267.1875,43.75,43.75,83
8,206.579,213.75,40.625,40.625,3357
9,206.579,213.75,40.625,40.625,3357
5,206.584,98.4375,92.96875,92.96875,1434
4,206.586,247.5,52.34375,52.34375,3353
2,206.592,213.75,52.34375,52.34375,3109
1,206.764,106.875,53.125,53.125,118
3,206.764,140.625,53.125,53.125,118
6,206.764,106.875,53.125,53.125,118
7,206.764,247.5,34.375,34.375,91
1,206.953,132.1875,53.125,53.125,118
3,206.953,165.9375,53.125,53.125,118
6,206.953,132.1875,53.125,53.125,118
7,206.953,261.5625,32.8125,32.8125,51
1,207.142,120.9375,56.25,56.25,118
3,207.142,154.6875,56.25,56.25,118
6,207.142,120.9375,56.25,56.25,118
7,207.142,247.5,25,25,73
1,207.331,109.6875,69.53125,69.53125,118
3,207.331,143.4375,69.53125,69.53125,118
6,207.331,109.6875,69.53125,69.53125,118
7,207.331,255.9375,34.375,34.375,74
7,207.520,247.5,16.40625,16.40625,106
1,207.530,126.5625,48.4375,48.4375,118
3,207.530,160.3125,48.4375,48.4375,118
6,207.530,126.5625,48.4375,48.4375,118
1,207.710,146.25,48.4375,48.4375,118
3,207.710,180,48.4375,48.4375,118
6,207.710,146.25,48.4375,48.4375,118
7,207.710,253.125,31.25,31.25,76
1,207.899,129.375,76.5625,76.5625,118
3,207.899,163.125,76.5625,76.5625,118
6,207.899,129.375,76.5625,76.5625,118
7,207.899,247.5,40.625,40.625,98
7,208.088,255.9375,50.78125,50.78125,62
1,208.099,154.6875,72.65625,72.65625,118
3,208.099,188.4375,72.65625,72.65625,118
6,208.099,154.6875,72.65625,72.65625,118
1,208.277,140.625,50,50,118
3,208.277,174.375,50,50,118
6,208.277,140.625,50,50,118
7,208.277,247.5,31.25,31.25,66
1,208.466,151.875,59.375,59.375,118
3,208.466,185.625,59.375,59.375,118
6,208.466,151.875,59.375,59.375,118
7,208.466,261.5625,20.3125,20.3125,70
1,208.655,160.3125,48.4375,48.4375,118
3,208.655,194.0625,48.4375,48.4375,118
6,208.655,160.3125,48.4375,48.4375,118
7,208.655,247.5,34.375,34.375,118
1,208.845,112.5,69.53125,69.53125,118
3,208.845,146.25,69.53125,69.53125,118
5,208.845,78.75,99.21875,99.21875,1918
6,208.845,112.5,69.53125,69.53125,118
7,208.845,267.1875,44.53125,44.53125,80
1,209.034,132.1875,76.5625,76.5625,118
3,209.034,165.9375,76.5625,76.5625,118
6,209.034,132.1875,76.5625,76.5625,118
7,209.053,247.5,43.75,43.75,67
1,209.223,168.75,79.6875,79.6875,118
3,209.223,202.5,79.6875,79.6875,118
6,209.223,168.75,79.6875,79.6875,118
7,209.223,261.5625,40.625,40.625,56
1,209.412,165.9375,76.5625,76.5625,118
3,209.412,199.6875,76.5625,76.5625,118
6,209.412,165.9375,76.5625,76.5625,118
7,209.412,247.5,31.25,31.25,74
1,209.601,146.25,76.5625,76.5625,118
3,209.601,180,76.5625,76.5625,118
6,209.601,146.25,76.5625,76.5625,118
7,209.601,255.9375,34.375,34.375,75
1,209.790,174.375,79.6875,79.6875,118
3,209.790,208.125,79.6875,79.6875,118
6,209.790,174.375,79.6875,79.6875,118
7,209.790,247.5,40.625,40.625,107
1,209.980,160.3125,76.5625,76.5625,118
3,209.980,194.0625,76.5625,76.5625,118
6,209.980,160.3125,76.5625,76.5625,118
7,209.980,253.125,27.34375,27.34375,75
1,210.169,165.9375,66.40625,66.40625,118
3,210.169,199.6875,66.40625,66.40625,118
6,210.169,165.9375,66.40625,66.40625,118
7,210.169,247.5,46.875,46.875,92
1,210.358,132.1875,79.6875,79.6875,118
3,210.358,165.9375,79.6875,79.6875,118
6,210.358,132.1875,79.6875,79.6875,118
7,210.358,255.9375,43.75,43.75,76
1,210.547,135,76.5625,76.5625,118
3,210.547,168.75,76.5625,76.5625,118
6,210.547,135,76.5625,76.5625,118
7,210.547,247.5,37.5,37.5,70
1,210.736,143.4375,92.96875,92.96875,118
3,210.736,177.1875,92.96875,92.96875,118
6,210.736,143.4375,92.96875,92.96875,118
7,210.736,261.5625,34.375,34.375,66
1,210.925,160.3125,79.6875,79.6875,118
3,210.925,194.0625,79.6875,79.6875,118
6,210.925,160.3125,79.6875,79.6875,118
7,210.925,247.5,43.75,43.75,62
7,211.115,255.9375,34.375,34.375,36
1,211.126,180,76.5625,76.5625,118
3,211.126,213.75,76.5625,76.5625,118
6,211.126,180,76.5625,76.5625,118
1,211.304,196.875,72.65625,72.65625,118
3,211.304,230.625,72.65625,72.65625,118
6,211.304,196.875,72.65625,72.65625,118
7,211.304,247.5,40.625,40.625,53
7,211.493,261.5625,42.96875,42.96875,64
1,211.504,213.75,76.5625,76.5625,118
3,211.504,247.5,76.5625,76.5625,118
6,211.504,213.75,76.5625,76.5625,118
1,211.682,180,72.65625,72.65625,118
3,211.682,213.75,72.65625,72.65625,118
6,211.682,180,72.65625,72.65625,118
7,211.682,247.5,55.46875,55.46875,64
10,211.871,112.5,99.21875,99.21875,118
10,211.871,146.25,88.28125,88.28125,118
10,211.871,180,92.96875,92.96875,118
10,211.871,199.6875,92.96875,92.96875,118
10,212.061,213.75,56.25,56.25,118
1,212.250,247.5,46.09375,46.09375,118
10,212.250,180,69.53125,69.53125,118
10,212.250,199.6875,72.65625,72.65625,118
10,212.250,247.5,46.09375,46.09375,118
10,212.439,194.0625,76.5625,76.5625,118
10,212.439,219.375,56.25,56.25,118
1,212.628,247.5,50,50,118
10,212.628,188.4375,69.53125,69.53125,118
10,212.628,247.5,50,50,118
1,212.817,241.875,66.40625,66.40625,118
10,212.817,194.0625,69.53125,69.53125,118
10,212.817,241.875,66.40625,66.40625,118
1,213.006,222.1875,69.53125,69.53125,118
10,213.006,199.6875,76.5625,76.5625,118
10,213.006,222.1875,69.53125,69.53125,118
1,213.196,227.8125,56.25,56.25,118
10,213.196,202.5,72.65625,72.65625,118
10,213.196,227.8125,56.25,56.25,118
1,213.385,208.125,83.59375,83.59375,118
10,213.385,120.9375,83.59375,83.59375,118
10,213.385,154.6875,83.59375,83.59375,118
10,213.385,185.625,69.53125,69.53125,118
10,213.385,208.125,83.59375,83.59375,118
10,213.574,149.0625,83.59375,83.59375,118
10,213.574,202.5,76.5625,76.5625,118
1,213.763,222.1875,72.65625,72.65625,118
10,213.763,182.8125,59.375,59.375,118
10,213.763,199.6875,69.53125,69.53125,118
10,213.763,222.1875,72.65625,72.65625,118
10,213.952,146.25,76.5625,76.5625,118
10,213.952,194.0625,62.5,62.5,118
10,214.141,180,62.5,62.5,118
10,214.141,188.4375,69.53125,69.53125,118
10,214.141,233.4375,69.53125,69.53125,118
1,214.331,185.625,56.25,56.25,118
10,214.331,106.875,88.28125,88.28125,118
10,214.331,140.625,83.59375,83.59375,118
10,214.331,185.625,56.25,56.25,118
1,214.520,188.4375,62.5,62.5,118
10,214.520,112.5,83.59375,83.59375,118
10,214.520,146.25,79.6875,79.6875,118
10,214.520,188.4375,62.5,62.5,118
1,214.709,194.0625,66.40625,66.40625,118
10,214.709,115.3125,92.96875,92.96875,118
10,214.709,149.0625,76.5625,76.5625,118
10,214.709,194.0625,66.40625,66.40625,118
1,214.898,219.375,69.53125,69.53125,118
10,214.898,185.625,69.53125,69.53125,118
10,214.898,199.6875,53.125,53.125,118
10,214.898,219.375,69.53125,69.53125,118
10,215.087,151.875,88.28125,88.28125,118
10,215.087,202.5,62.5,62.5,118
1,215.276,250.3125,69.53125,69.53125,118
10,215.276,182.8125,59.375,59.375,118
10,215.276,199.6875,72.65625,72.65625,118
10,215.276,250.3125,69.53125,69.53125,118
10,215.466,149.0625,66.40625,66.40625,118
10,215.466,194.0625,62.5,62.5,118
1,215.655,216.5625,83.59375,83.59375,118
10,215.655,182.8125,59.375,59.375,118
10,215.655,199.6875,66.40625,66.40625,118
10,215.655,216.5625,83.59375,83.59375,118
10,215.844,149.0625,76.5625,76.5625,118
10,215.844,202.5,69.53125,69.53125,118
1,216.033,247.5,72.65625,72.65625,118
10,216.033,180,69.53125,69.53125,118
10,216.033,208.125,69.53125,69.53125,118
10,216.033,247.5,72.65625,72.65625,118
10,216.222,146.25,83.59375,83.59375,118
10,216.222,202.5,69.53125,69.53125,118
1,216.411,219.375,79.6875,79.6875,118
10,216.411,185.625,59.375,59.375,118
10,216.411,199.6875,76.5625,76.5625,118
10,216.411,219.375,79.6875,79.6875,118
10,216.601,151.875,76.5625,76.5625,118
10,216.601,194.0625,72.65625,72.65625,118
1,216.790,213.75,78.90625,78.90625,104
10,216.790,182.8125,66.40625,66.40625,104
10,216.790,188.4375,69.53125,69.53125,118
10,216.790,213.75,78.90625,78.90625,118
10,216.979,149.0625,79.6875,79.6875,118
10,216.979,194.0625,62.5,62.5,118
10,217.168,104.0625,72.65625,72.65625,118
10,217.168,137.8125,72.65625,72.65625,118
10,217.168,171.5625,69.53125,69.53125,118
10,217.168,182.8125,76.5625,76.5625,118
10,217.168,202.5,69.53125,69.53125,118
10,217.357,216.5625,69.53125,69.53125,118
10,217.546,180,69.53125,69.53125,118
1,217.558,247.5,57.03125,57.03125,111
10,217.558,247.5,57.03125,57.03125,111
10,217.736,219.375,78.90625,78.90625,118
10,217.925,168.75,66.40625,66.40625,118
10,217.925,177.1875,59.375,59.375,118
1,217.936,250.3125,72.65625,72.65625,118
10,217.936,250.3125,72.65625,72.65625,118
1,218.114,247.5,69.53125,69.53125,118
10,218.114,247.5,69.53125,69.53125,118
1,218.303,199.6875,72.65625,72.65625,118
10,218.303,168.75,69.53125,69.53125,118
10,218.303,180,79.6875,79.6875,118
10,218.303,199.6875,72.65625,72.65625,118
1,218.492,196.875,88.28125,88.28125,118
10,218.492,196.875,88.28125,88.28125,118
10,218.681,98.4375,88.28125,88.28125,118
10,218.681,132.1875,83.59375,83.59375,118
10,218.681,165.9375,66.40625,66.40625,118
10,218.681,174.375,76.5625,76.5625,118
10,218.681,191.25,76.5625,76.5625,118
10,218.871,135,83.59375,83.59375,118
10,218.871,194.0625,76.5625,76.5625,118
1,219.060,241.875,88.28125,88.28125,118
10,219.060,199.6875,69.53125,69.53125,118
10,219.060,241.875,88.28125,88.28125,118
10,219.249,146.25,88.28125,88.28125,118
10,219.249,202.5,76.5625,76.5625,118
1,219.438,247.5,92.96875,92.96875,118
10,219.438,168.75,72.65625,72.65625,118
10,219.438,180,79.6875,79.6875,118
10,219.438,199.6875,76.5625,76.5625,118
10,219.438,247.5,92.96875,92.96875,118
10,219.627,109.6875,79.6875,79.6875,118
10,219.627,143.4375,76.5625,76.5625,118
10,219.627,202.5,79.6875,79.6875,118
10,219.817,115.3125,79.6875,79.6875,118
10,219.817,149.0625,79.6875,79.6875,118
10,219.817,199.6875,79.6875,79.6875,118
10,220.006,118.125,62.5,62.5,118
10,220.006,151.875,72.65625,72.65625,118
10,220.006,194.0625,66.40625,66.40625,118
1,220.195,222.1875,92.96875,92.96875,118
10,220.195,165.9375,66.40625,66.40625,118
10,220.195,171.5625,69.53125,69.53125,118
10,220.195,188.4375,72.65625,72.65625,118
10,220.195,222.1875,92.96875,92.96875,118
10,220.384,154.6875,88.28125,88.28125,118
10,220.384,191.25,66.40625,66.40625,118
1,220.573,253.125,76.5625,76.5625,118
10,220.573,168.75,72.65625,72.65625,118
10,220.573,177.1875,72.65625,72.65625,118
10,220.573,194.0625,56.25,56.25,118
10,220.573,253.125,76.5625,76.5625,118
10,220.762,160.3125,72.65625,72.65625,118
10,220.762,202.5,76.5625,76.5625,118
10,220.952,174.375,59.375,59.375,118
10,220.952,185.625,66.40625,66.40625,118
10,220.952,208.125,72.65625,72.65625,118
1,220.963,219.375,88.28125,88.28125,118
10,220.963,219.375,88.28125,88.28125,118
10,221.141,151.875,88.28125,88.28125,118
10,221.141,202.5,79.6875,79.6875,118
1,221.330,250.3125,83.59375,83.59375,118
10,221.330,171.5625,66.40625,66.40625,118
10,221.330,180,83.59375,83.59375,118
10,221.330,196.875,69.53125,69.53125,118
10,221.330,250.3125,83.59375,83.59375,118
10,221.519,154.6875,83.59375,83.59375,118
10,221.519,194.0625,83.59375,83.59375,118
10,221.708,168.75,72.65625,72.65625,118
10,221.708,180,79.6875,79.6875,118
10,221.708,191.25,72.65625,72.65625,118
1,221.719,216.5625,72.65625,72.65625,118
10,221.719,216.5625,72.65625,72.65625,118
10,221.897,146.25,83.59375,83.59375,118
10,221.897,194.0625,76.5625,76.5625,118
10,222.087,174.375,69.53125,69.53125,118
10,222.087,182.8125,72.65625,72.65625,118
1,222.098,213.75,72.65625,72.65625,118
10,222.098,196.875,69.53125,69.53125,118
10,222.098,213.75,72.65625,72.65625,118
10,222.276,149.0625,72.65625,72.65625,118
10,222.276,199.6875,62.5,62.5,118
1,222.465,112.5,88.28125,88.28125,478
1,222.465,146.25,92.96875,92.96875,478
10,222.465,112.5,88.28125,88.28125,118
10,222.465,146.25,92.96875,92.96875,118
10,222.465,180,92.96875,92.96875,238
10,222.465,199.6875,92.96875,92.96875,358
10,222.654,213.75,56.25,56.25,238
10,222.843,180,69.53125,69.53125,238
10,222.843,199.6875,72.65625,72.65625,238
10,223.032,194.0625,76.5625,76.5625,118
10,223.032,219.375,56.25,56.25,118
1,223.222,120.9375,83.59375,83.59375,478
1,223.222,154.6875,83.59375,83.59375,478
10,223.222,120.9375,83.59375,83.59375,118
10,223.222,154.6875,83.59375,83.59375,238
10,223.222,188.4375,69.53125,69.53125,358
10,223.411,194.0625,69.53125,69.53125,238
10,223.600,199.6875,76.5625,76.5625,238
10,223.600,222.1875,69.53125,69.53125,238
10,223.789,202.5,72.65625,72.65625,118
1,223.978,140.625,83.59375,83.59375,478
1,223.978,174.375,76.5625,76.5625,478
10,223.978,140.625,83.59375,83.59375,118
10,223.978,174.375,76.5625,76.5625,118
10,223.978,185.625,69.53125,69.53125,238
10,223.978,208.125,83.59375,83.59375,358
10,224.167,202.5,76.5625,76.5625,238
10,224.357,182.8125,59.375,59.375,118
10,224.357,199.6875,69.53125,69.53125,238
10,224.357,222.1875,72.65625,72.65625,238
10,224.546,194.0625,62.5,62.5,118
1,224.735,126.5625,87.5,87.5,478
1,224.735,160.3125,84.375,84.375,478
10,224.735,126.5625,87.5,87.5,118
10,224.735,160.3125,84.375,84.375,118
10,224.735,180,70.3125,70.3125,238
10,224.735,188.4375,77.34375,77.34375,358
10,224.924,185.625,64.0625,64.0625,358
10,225.113,188.4375,70.3125,70.3125,238
10,225.302,194.0625,74.21875,74.21875,118
1,225.492,132.1875,87.5,87.5,478
1,225.492,165.9375,84.375,84.375,478
10,225.492,132.1875,87.5,87.5,118
10,225.492,165.9375,84.375,84.375,118
10,225.492,185.625,77.34375,77.34375,238
10,225.492,199.6875,60.9375,60.9375,358
10,225.681,202.5,70.3125,70.3125,238
10,225.870,182.8125,67.1875,67.1875,238
10,225.870,199.6875,80.46875,80.46875,238
10,226.059,194.0625,70.3125,70.3125,118
1,226.248,120.9375,80.46875,80.46875,478
1,226.248,154.6875,91.40625,91.40625,478
10,226.248,120.9375,80.46875,80.46875,118
10,226.248,154.6875,91.40625,91.40625,118
10,226.248,182.8125,67.1875,67.1875,238
10,226.248,199.6875,74.21875,74.21875,358
10,226.438,202.5,77.34375,77.34375,238
10,226.627,180,77.34375,77.34375,238
10,226.627,208.125,77.34375,77.34375,238
10,226.816,202.5,77.34375,77.34375,118
1,227.005,126.5625,91.40625,91.40625,478
1,227.005,160.3125,84.375,84.375,478
10,227.005,126.5625,91.40625,91.40625,118
10,227.005,160.3125,84.375,84.375,118
10,227.005,185.625,67.1875,67.1875,238
10,227.005,199.6875,84.375,84.375,344
10,227.194,194.0625,80.46875,80.46875,238
10,227.383,182.8125,74.21875,74.21875,118
10,227.383,188.4375,77.34375,77.34375,238
10,227.383,213.75,86.71875,86.71875,238
10,227.573,194.0625,70.3125,70.3125,118
1,227.762,112.5,69.53125,69.53125,358
1,227.762,146.25,85.15625,85.15625,598
10,227.762,112.5,99.21875,99.21875,118
10,227.762,112.5,69.53125,69.53125,118
10,227.762,146.25,88.28125,88.28125,118
10,227.762,146.25,83.59375,83.59375,118
10,227.762,180,92.96875,92.96875,118
10,227.762,180,92.96875,92.96875,118
10,227.762,199.6875,92.96875,92.96875,238
10,227.762,199.6875,92.96875,92.96875,238
10,227.951,213.75,56.25,56.25,238
10,227.951,213.75,56.25,56.25,238
1,228.140,247.5,46.09375,46.09375,478
10,228.140,180,69.53125,69.53125,118
10,228.140,180,69.53125,69.53125,118
10,228.140,199.6875,72.65625,72.65625,118
10,228.140,199.6875,72.65625,72.65625,238
10,228.140,247.5,46.09375,46.09375,238
10,228.329,194.0625,76.5625,76.5625,118
10,228.329,194.0625,76.5625,76.5625,118
10,228.329,219.375,56.25,56.25,238
10,228.329,219.375,56.25,56.25,238
1,228.518,247.5,50,50,478
10,228.518,188.4375,69.53125,69.53125,118
10,228.518,188.4375,69.53125,69.53125,238
10,228.518,247.5,50,50,238
1,228.708,241.875,66.40625,66.40625,718
10,228.708,194.0625,69.53125,69.53125,118
10,228.708,194.0625,69.53125,69.53125,238
10,228.708,241.875,66.40625,66.40625,238
10,228.897,199.6875,76.5625,76.5625,118
10,228.897,199.6875,76.5625,76.5625,118
10,228.897,222.1875,69.53125,69.53125,238
10,228.897,222.1875,69.53125,69.53125,238
1,229.086,227.8125,56.25,56.25,478
10,229.086,202.5,72.65625,72.65625,118
10,229.086,202.5,72.65625,72.65625,238
10,229.086,227.8125,56.25,56.25,238
10,229.275,120.9375,83.59375,83.59375,118
10,229.275,154.6875,83.59375,83.59375,118
10,229.275,185.625,69.53125,69.53125,118
10,229.275,185.625,69.53125,69.53125,118
10,229.275,208.125,83.59375,83.59375,238
10,229.275,208.125,83.59375,83.59375,238
10,229.464,149.0625,83.59375,83.59375,118
10,229.464,202.5,76.5625,76.5625,238
10,229.464,202.5,76.5625,76.5625,238
1,229.653,222.1875,72.65625,72.65625,358
1,229.653,222.1875,72.65625,72.65625,838
10,229.653,182.8125,59.375,59.375,118
10,229.653,182.8125,59.375,59.375,118
10,229.653,199.6875,69.53125,69.53125,118
10,229.653,199.6875,69.53125,69.53125,118
10,229.653,222.1875,72.65625,72.65625,238
10,229.653,222.1875,72.65625,72.65625,238
10,229.843,146.25,76.5625,76.5625,118
10,229.843,194.0625,62.5,62.5,120
10,229.843,194.0625,62.5,62.5,238
1,230.032,233.4375,69.53125,69.53125,838
10,230.032,146.25,83.59375,83.59375,118
10,230.032,180,62.5,62.5,118
10,230.032,180,62.5,62.5,118
10,230.032,188.4375,69.53125,69.53125,118
10,230.032,188.4375,69.53125,69.53125,238
10,230.032,233.4375,69.53125,69.53125,238
10,230.221,106.875,88.28125,88.28125,118
10,230.221,140.625,83.59375,83.59375,118
10,230.221,185.625,56.25,56.25,238
10,230.221,185.625,56.25,56.25,238
10,230.410,112.5,83.59375,83.59375,118
10,230.410,146.25,79.6875,79.6875,118
10,230.410,188.4375,62.5,62.5,238
10,230.410,188.4375,62.5,62.5,238
10,230.599,115.3125,92.96875,92.96875,118
10,230.599,149.0625,76.5625,76.5625,118
10,230.599,194.0625,66.40625,66.40625,238
10,230.599,194.0625,66.40625,66.40625,238
1,230.788,219.375,69.53125,69.53125,598
10,230.788,185.625,69.53125,69.53125,118
10,230.788,185.625,69.53125,69.53125,118
10,230.788,199.6875,53.125,53.125,118
10,230.788,199.6875,53.125,53.125,238
10,230.788,219.375,69.53125,69.53125,238
10,230.978,151.875,88.28125,88.28125,118
10,230.978,202.5,62.5,62.5,238
10,230.978,202.5,62.5,62.5,238
1,231.167,250.3125,69.53125,69.53125,598
10,231.167,182.8125,59.375,59.375,118
10,231.167,182.8125,59.375,59.375,118
10,231.167,199.6875,72.65625,72.65625,118
10,231.167,199.6875,72.65625,72.65625,238
10,231.167,250.3125,69.53125,69.53125,238
10,231.356,149.0625,66.40625,66.40625,118
10,231.356,194.0625,62.5,62.5,238
10,231.356,194.0625,62.5,62.5,238
1,231.545,216.5625,83.59375,83.59375,598
10,231.545,182.8125,59.375,59.375,118
10,231.545,182.8125,59.375,59.375,118
10,231.545,199.6875,66.40625,66.40625,118
10,231.545,199.6875,66.40625,66.40625,238
10,231.545,216.5625,83.59375,83.59375,238
10,231.734,149.0625,76.5625,76.5625,118
10,231.734,202.5,69.53125,69.53125,238
10,231.734,202.5,69.53125,69.53125,238
1,231.923,247.5,72.65625,72.65625,584
10,231.923,180,69.53125,69.53125,118
10,231.923,180,69.53125,69.53125,118
10,231.923,208.125,69.53125,69.53125,118
10,231.923,208.125,69.53125,69.53125,238
10,231.923,247.5,72.65625,72.65625,238
10,232.113,146.25,83.59375,83.59375,118
10,232.113,202.5,69.53125,69.53125,238
10,232.113,202.5,69.53125,69.53125,238
1,232.302,219.375,79.6875,79.6875,478
10,232.302,185.625,59.375,59.375,118
10,232.302,185.625,59.375,59.375,118
10,232.302,199.6875,76.5625,76.5625,118
10,232.302,199.6875,76.5625,76.5625,238
10,232.302,219.375,79.6875,79.6875,238
10,232.491,151.875,76.5625,76.5625,118
10,232.491,194.0625,72.65625,72.65625,224
10,232.491,194.0625,72.65625,72.65625,224
1,232.680,213.75,78.90625,78.90625,240
10,232.680,182.8125,66.40625,66.40625,118
10,232.680,182.8125,66.40625,66.40625,118
