"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"#DBF4F8FF","#11B2E8FF","#CF2154FF","#94FF7BFF","#4D343AFF","#A4A192FF","#DBF4F8FF","#11B2E8FF","#CF2154FF","#94FF7BFF","#4D343AFF","#A4A192FF"
"#1D1719FF","#6AA1C1FF","#CDEAF4FF","#A19388FF","#9B816AFF","#6E4C40FF","#1D1719FF","#6AA1C1FF","#CDEAF4FF","#A19388FF","#9B816AFF","#6E4C40FF"
"#325E5AFF","#909C78FF","#ECE0C3FF","#98C8CAFF","#D1EEF2FF","#CB0A36FF","#325E5AFF","#909C78FF","#ECE0C3FF","#98C8CAFF","#D1EEF2FF","#CB0A36FF"
"#192847FF","#294683FF","#4C1D2BFF","#B12A2FFF","#E9D4BAFF","#192847FF","#294683FF","#4C1D2BFF","#B12A2FFF","#E9D4BAFF","#192847FF","#294683FF"
"#BD973DFF","#5F5C29FF","#3B7D6EFF","#5792CCFF","#4D5B75FF","#262E43FF","#BD973DFF","#5F5C29FF","#3B7D6EFF","#5792CCFF","#4D5B75FF","#262E43FF"
"#FDD989FF","#8BAD57FF","#516238FF","#4CA2B0FF","#5A8B92FF","#395B5FFF","#FDD989FF","#8BAD57FF","#516238FF","#4CA2B0FF","#5A8B92FF","#395B5FFF"
"#DCC27AFF","#B0B9BEFF","#63605FFF","#985E5CFF","#AEBFA8FF","#F19B34FF","#DCC27AFF","#B0B9BEFF","#63605FFF","#985E5CFF","#AEBFA8FF","#F19B34FF"
"#D98A63FF","#D9E4DCFF","#C5D2D2FF","#79B38FFF","#9A9B5FFF","#A7C2CDFF","#D98A63FF","#D9E4DCFF","#C5D2D2FF","#79B38FFF","#9A9B5FFF","#A7C2CDFF"
"#D3E3CAFF","#BED6B3FF","#92A587FF","#4A5438FF","#2F3525FF","#D3E3CAFF","#BED6B3FF","#92A587FF","#4A5438FF","#2F3525FF","#D3E3CAFF","#BED6B3FF"
"#CC7540FF","#765043FF","#A69260FF","#979A6BFF","#39692FFF","#CC7540FF","#765043FF","#A69260FF","#979A6BFF","#39692FFF","#CC7540FF","#765043FF"
"#F6EECFFF","#ECD6ABFF","#B09175FF","#632D1FFF","#291611FF","#F6EECFFF","#ECD6ABFF","#B09175FF","#632D1FFF","#291611FF","#F6EECFFF","#ECD6ABFF"
"#DED4C8FF","#AD6F4FFF","#AEC96FFF","#2B3851FF","#3F320DFF","#DED4C8FF","#AD6F4FFF","#AEC96FFF","#2B3851FF","#3F320DFF","#DED4C8FF","#AD6F4FFF"
"#EFC68EFF","#B58755FF","#7C9867FF","#4F5730FF","#7A5028FF","#EFC68EFF","#B58755FF","#7C9867FF","#4F5730FF","#7A5028FF","#EFC68EFF","#B58755FF"
"#C70000FF","#FFBF00FF","#BE8333FF","#54662CFF","#009BB0FF","#114C54FF","#C70000FF","#FFBF00FF","#BE8333FF","#54662CFF","#009BB0FF","#114C54FF"
"#0FB2D3FF","#026779FF","#368000FF","#3D6334FF","#6D5A18FF","#0FB2D3FF","#026779FF","#368000FF","#3D6334FF","#6D5A18FF","#0FB2D3FF","#026779FF"
"#DCC8BAFF","#DCD6C5FF","#B4AA98FF","#D7DCE4FF","#444239FF","#DCC8BAFF","#DCD6C5FF","#B4AA98FF","#D7DCE4FF","#444239FF","#DCC8BAFF","#DCD6C5FF"
"#E2D78AFF","#E4B3E2FF","#90816EFF","#523833FF","#372E21FF","#E2D78AFF","#E4B3E2FF","#90816EFF","#523833FF","#372E21FF","#E2D78AFF","#E4B3E2FF"
"#B9C7E2FF","#ECAB99FF","#F1C100FF","#5B6530FF","#9484B1FF","#B9C7E2FF","#ECAB99FF","#F1C100FF","#5B6530FF","#9484B1FF","#B9C7E2FF","#ECAB99FF"
"#DE7424FF","#F5CA37FF","#AD8D26FF","#496849FF","#654783FF","#DE7424FF","#F5CA37FF","#AD8D26FF","#496849FF","#654783FF","#DE7424FF","#F5CA37FF"
"#E69512FF","#D3105CFF","#3B4F8EFF","#3A5D3DFF","#4C4976FF","#6C91BDFF","#E69512FF","#D3105CFF","#3B4F8EFF","#3A5D3DFF","#4C4976FF","#6C91BDFF"
"#A1CAF6FF","#6592D6FF","#4C6FA1FF","#375377FF","#1E2F46FF","#A1CAF6FF","#6592D6FF","#4C6FA1FF","#375377FF","#1E2F46FF","#A1CAF6FF","#6592D6FF"
"#CECEB9FF","#7AC9B7FF","#6CA184FF","#3793ECFF","#2A3927FF","#CECEB9FF","#7AC9B7FF","#6CA184FF","#3793ECFF","#2A3927FF","#CECEB9FF","#7AC9B7FF"
"#B77B7BFF","#FEEC44FF","#F66C09FF","#E60505FF","#2C1B21FF","#B77B7BFF","#FEEC44FF","#F66C09FF","#E60505FF","#2C1B21FF","#B77B7BFF","#FEEC44FF"
"#A45C44FF","#5A7F3CFF","#CACA91FF","#2C3B26FF","#88B063FF","#A45C44FF","#5A7F3CFF","#CACA91FF","#2C3B26FF","#88B063FF","#A45C44FF","#5A7F3CFF"
"#E4DECEFF","#ECBD95FF","#9BB1BBFF","#79ACBDFF","#346575FF","#0B4221FF","#E4DECEFF","#ECBD95FF","#9BB1BBFF","#79ACBDFF","#346575FF","#0B4221FF"
"#E29244FF","#FFAA00FF","#D46F10FF","#4CA49EFF","#69B9FAFF","#59A3F8FF","#4B8FF7FF","#5A7ECBFF","#6B6D9FFF","#E29244FF","#FFAA00FF","#D46F10FF"
"#E6DECCFF","#F3E3C2FF","#8F96A6FF","#625D55FF","#501F16FF","#E6DECCFF","#F3E3C2FF","#8F96A6FF","#625D55FF","#501F16FF","#E6DECCFF","#F3E3C2FF"
"#F2B705FF","#F29F05FF","#F28705FF","#D95204FF","#A62F03FF","#F2B705FF","#F29F05FF","#F28705FF","#D95204FF","#A62F03FF","#F2B705FF","#F29F05FF"
"#DFE3CEFF","#B5C861FF","#8AA789FF","#CB8573FF","#976153FF","#DFE3CEFF","#B5C861FF","#8AA789FF","#CB8573FF","#976153FF","#DFE3CEFF","#B5C861FF"
"#CAC8CFFF","#C9B3B5FF","#8F706EFF","#AF6E78FF","#5C3327FF","#CAC8CFFF","#C9B3B5FF","#8F706EFF","#AF6E78FF","#5C3327FF","#CAC8CFFF","#C9B3B5FF"
"#E1BC8DFF","#845B3EFF","#5B4E23FF","#35301CFF","#4C5454FF","#E1BC8DFF","#845B3EFF","#5B4E23FF","#35301CFF","#4C5454FF","#E1BC8DFF","#845B3EFF"
"#4C4E32FF","#908E6CFF","#5D8FBCFF","#97C2E2FF","#17252AFF","#B4A480FF","#4C4E32FF","#908E6CFF","#5D8FBCFF","#97C2E2FF","#17252AFF","#B4A480FF"
"#607860FF","#304830FF","#C0D8F0FF","#909078FF","#181818FF","#607860FF","#304830FF","#C0D8F0FF","#909078FF","#181818FF","#607860FF","#304830FF"
"#84A6A2FF","#4A5352FF","#151E2FFF","#D7C8C6FF","#BE5A47FF","#604A76FF","#84A6A2FF","#4A5352FF","#151E2FFF","#D7C8C6FF","#BE5A47FF","#604A76FF"
"#5A870AFF","#BDD0A2FF","#555B53FF","#6A4D3BFF","#BEAB91FF","#8F9BABFF","#5A870AFF","#BDD0A2FF","#555B53FF","#6A4D3BFF","#BEAB91FF","#8F9BABFF"
"#20618DFF","#91AAC4FF","#6B6C58FF","#464724FF","#83932DFF","#CAB89FFF","#20618DFF","#91AAC4FF","#6B6C58FF","#464724FF","#83932DFF","#CAB89FFF"
"#286A81FF","#045CB4FF","#7F6F43FF","#748B75FF","#B8B196FF","#286A81FF","#045CB4FF","#7F6F43FF","#748B75FF","#B8B196FF","#286A81FF","#045CB4FF"
"#303018FF","#604830FF","#609048FF","#90A860FF","#786048FF","#303018FF","#604830FF","#609048FF","#90A860FF","#786048FF","#303018FF","#604830FF"
"#304818FF","#906030FF","#486030FF","#784830FF","#181800FF","#304818FF","#906030FF","#486030FF","#784830FF","#181800FF","#304818FF","#906030FF"
"#A2A098FF","#5E6B7BFF","#233D3FFF","#85ADCCFF","#426714FF","#A2A098FF","#5E6B7BFF","#233D3FFF","#85ADCCFF","#426714FF","#A2A098FF","#5E6B7BFF"
"#EBDAC9FF","#CEAD96FF","#CECFD4FF","#686F60FF","#455D44FF","#23341EFF","#EBDAC9FF","#CEAD96FF","#CECFD4FF","#686F60FF","#455D44FF","#23341EFF"
"#C39CA4FF","#E05959FF","#AC181DFF","#713D3FFF","#381F21FF","#C39CA4FF","#E05959FF","#AC181DFF","#713D3FFF","#381F21FF","#C39CA4FF","#E05959FF"
"#FFDBA5FF","#FAB455FF","#F28023FF","#A5683CFF","#B4450EFF","#FFDBA5FF","#FAB455FF","#F28023FF","#A5683CFF","#B4450EFF","#FFDBA5FF","#FAB455FF"
"#336887FF","#8197A4FF","#A9B4BCFF","#B7AA9FFF","#706A6BFF","#336887FF","#8197A4FF","#A9B4BCFF","#B7AA9FFF","#706A6BFF","#336887FF","#8197A4FF"
"#6C568CFF","#9386A6FF","#BFCDD9FF","#7F8C72FF","#607345FF","#6C568CFF","#9386A6FF","#BFCDD9FF","#7F8C72FF","#607345FF","#6C568CFF","#9386A6FF"
"#7E8C69FF","#E7A655FF","#E59D7FFF","#E38377FF","#6D4847FF","#7E8C69FF","#E7A655FF","#E59D7FFF","#E38377FF","#6D4847FF","#7E8C69FF","#E7A655FF"
"#AA767CFF","#B7AF57FF","#797014FF","#C2607FFF","#A65644FF","#AA767CFF","#B7AF57FF","#797014FF","#C2607FFF","#A65644FF","#AA767CFF","#B7AF57FF"
"#9E8ABCFF","#A99CD9FF","#808C91FF","#A7907BFF","#A5BA92FF","#9E8ABCFF","#A99CD9FF","#808C91FF","#A7907BFF","#A5BA92FF","#9E8ABCFF","#A99CD9FF"
"#DED4CBFF","#DBE38EFF","#7E7576FF","#A79787FF","#3A2C21FF","#DED4CBFF","#DBE38EFF","#7E7576FF","#A79787FF","#3A2C21FF","#DED4CBFF","#DBE38EFF"
"#000000FF","#004949FF","#009292FF","#FF6DB6FF","#FFB6DBFF","#490092FF","#006DDBFF","#B66DFFFF","#6DB6FFFF","#B6DBFFFF","#920000FF","#924900FF"
"#1E8E99FF","#51C3CCFF","#99F9FFFF","#B2FCFFFF","#CCFEFFFF","#E5FFFFFF","#FFE5CCFF","#FFCA99FF","#FFAD65FF","#FF8E32FF","#CC5800FF","#993F00FF"
"#006666FF","#009999FF","#00CCCCFF","#00FFFFFF","#33FFFFFF","#65FFFFFF","#99FFFFFF","#B2FFFFFF","#CBFFFFFF","#E5FFFFFF","#FFE5CBFF","#FFCA99FF"
"#290AD8FF","#264DFFFF","#3FA0FFFF","#72D9FFFF","#AAF7FFFF","#E0FFFFFF","#FFFFBFFF","#FFE099FF","#FFAD72FF","#F76D5EFF","#D82632FF","#A50021FF"
"#2400D8FF","#181CF7FF","#2857FFFF","#3D87FFFF","#56B0FFFF","#75D3FFFF","#99EAFFFF","#BCF9FFFF","#EAFFFFFF","#FFFFEAFF","#FFF1BCFF","#FFD699FF"
"#0099CCFF","#66E5FFFF","#99FFFFFF","#CCFFFFFF","#E5E5E5FF","#999999FF","#666666FF","#333333FF","#0099CCFF","#66E5FFFF","#99FFFFFF","#CCFFFFFF"
"#0000FFFF","#3333FFFF","#6565FFFF","#9999FFFF","#B2B2FFFF","#CBCBFFFF","#E5E5FFFF","#E5FFE5FF","#CBFFCBFF","#B2FFB2FF","#99FF99FF","#65FF65FF"
"#0054FFFF","#3299FFFF","#65CCFFFF","#99EDFFFF","#CCFFFFFF","#FFFFCCFF","#FFEE99FF","#FFCC65FF","#FF9932FF","#FF5500FF","#0054FFFF","#3299FFFF"
"#002AFFFF","#1965FFFF","#3299FFFF","#65CCFFFF","#99EDFFFF","#CCFFFFFF","#FFFFCCFF","#FFEE99FF","#FFCC65FF","#FF9932FF","#FF6619FF","#FF2A00FF"
"#007FFFFF","#4CC3FFFF","#99EDFFFF","#CCFFFFFF","#FFFFCCFF","#FFEE99FF","#FFC34CFF","#FF7F00FF","#007FFFFF","#4CC3FFFF","#99EDFFFF","#CCFFFFFF"
"#075AFFFF","#3276FFFF","#5990FFFF","#8CB2FFFF","#BFD4FFFF","#E5EEFFFF","#F7F9FFFF","#FFFFCCFF","#FFFF99FF","#FFFF00FF","#FFCC00FF","#FF9900FF"
"#662F00FF","#996035FF","#CC9B7AFF","#D8AF97FF","#F2DACDFF","#CCFDFFFF","#99F8FFFF","#65EFFFFF","#32E3FFFF","#00A9CCFF","#662F00FF","#996035FF"
"#331900FF","#662F00FF","#996035FF","#CC9B7AFF","#D8AF97FF","#F2DACDFF","#CCFDFFFF","#99F8FFFF","#65EFFFFF","#32E3FFFF","#00A9CCFF","#007A99FF"
"#005000FF","#008600FF","#00BB00FF","#00F100FF","#50FF50FF","#86FF86FF","#BBFFBBFF","#FFFFFFFF","#FFF1FFFF","#FFBBFFFF","#FF86FFFF","#FF50FFFF"
"#E5FFFFFF","#CCFAFFFF","#B2F2FFFF","#99E5FFFF","#7FD4FFFF","#65BFFFFF","#4CA5FFFF","#3288FFFF","#1965FFFF","#003FFFFF","#E5FFFFFF","#CCFAFFFF"
"#FFFFFFFF","#CCFDFFFF","#99F8FFFF","#66F0FFFF","#33E4FFFF","#00AACCFF","#007A99FF","#FFFFFFFF","#CCFDFFFF","#99F8FFFF","#66F0FFFF","#33E4FFFF"
"#A50021FF","#D82632FF","#F76D5EFF","#FFAD72FF","#FFE099FF","#FFFFBFFF","#E0FFFFFF","#AAF7FFFF","#72D8FFFF","#3FA0FFFF","#264CFFFF","#A50021FF"
"#FFBF7FFF","#FF7F00FF","#FFFF99FF","#FFFF32FF","#B2FF8CFF","#32FF00FF","#A5EDFFFF","#19B2FFFF","#CCBFFFFF","#654CFFFF","#FF99BFFF","#E51932FF"
"#990F0FFF","#B22C2CFF","#CC5151FF","#E57E7EFF","#FFB2B2FF","#99540FFF","#B26F2CFF","#CC8E51FF","#E5B17EFF","#FFD8B2FF","#6B990FFF","#85B22CFF"
"#E69F00FF","#56B4E9FF","#009E73FF","#F0E442FF","#0072B2FF","#D55E00FF","#CC79A7FF","#999999FF","#E69F00FF","#56B4E9FF","#009E73FF","#F0E442FF"
"#E69F00FF","#56B4E9FF","#009E73FF","#F0E442FF","#0072B2FF","#D55E00FF","#CC79A7FF","#000000FF","#E69F00FF","#56B4E9FF","#009E73FF","#F0E442FF"
"#911B1BFF","#985775FF","#BAAE94FF","#DE7184FF","#74892EFF","#FF9A6EFF","#911B1BFF","#985775FF","#BAAE94FF","#DE7184FF","#74892EFF","#FF9A6EFF"
"#573333FF","#E0C5BEFF","#FDD41AFF","#D3AD64FF","#7A5D55FF","#DE5C00FF","#573333FF","#E0C5BEFF","#FDD41AFF","#D3AD64FF","#7A5D55FF","#DE5C00FF"
"#E5A430FF","#9C7210FF","#D7A8B8FF","#BAB24FFF","#392821FF","#9B391BFF","#E5A430FF","#9C7210FF","#D7A8B8FF","#BAB24FFF","#392821FF","#9B391BFF"
"#EED4C5FF","#835D4AFF","#D2A19AFF","#F3AC5EFF","#130B08FF","#B77897FF","#EED4C5FF","#835D4AFF","#D2A19AFF","#F3AC5EFF","#130B08FF","#B77897FF"
"#7E8E2CFF","#372815FF","#5A5F9DFF","#732405FF","#FECA64FF","#457D60FF","#7E8E2CFF","#372815FF","#5A5F9DFF","#732405FF","#FECA64FF","#457D60FF"
"#3D2E27FF","#664D51FF","#BF6938FF","#F3B65DFF","#9D9C42FF","#EBDECEFF","#3D2E27FF","#664D51FF","#BF6938FF","#F3B65DFF","#9D9C42FF","#EBDECEFF"
"#DCA761FF","#C6C16DFF","#8B9C94FF","#628CA5FF","#5A6C7AFF","#514F5CFF","#DCA761FF","#C6C16DFF","#8B9C94FF","#628CA5FF","#5A6C7AFF","#514F5CFF"
"#E38A22FF","#939114FF","#F0E6C6FF","#6E5A16FF","#DECB21FF","#E38A22FF","#939114FF","#F0E6C6FF","#6E5A16FF","#DECB21FF","#E38A22FF","#939114FF"
"#E2B745FF","#E3BB88FF","#988E42FF","#4E3D1DFF","#1B1702FF","#E2B745FF","#E3BB88FF","#988E42FF","#4E3D1DFF","#1B1702FF","#E2B745FF","#E3BB88FF"
"#5A2D27FF","#888238FF","#BCD7EAFF","#6D7F7FFF","#172530FF","#5A2D27FF","#888238FF","#BCD7EAFF","#6D7F7FFF","#172530FF","#5A2D27FF","#888238FF"
"#2A1805FF","#122B08FF","#D7D38CFF","#4B5012FF","#95C247FF","#2A1805FF","#122B08FF","#D7D38CFF","#4B5012FF","#95C247FF","#2A1805FF","#122B08FF"
"#6F2305FF","#D29155FF","#975428FF","#477298FF","#224263FF","#6F2305FF","#D29155FF","#975428FF","#477298FF","#224263FF","#6F2305FF","#D29155FF"
"#DCA25DFF","#E8C999FF","#6C3921FF","#26130EFF","#C29153FF","#DCA25DFF","#E8C999FF","#6C3921FF","#26130EFF","#C29153FF","#DCA25DFF","#E8C999FF"
"#FFDAA0FF","#B29952FF","#A38847FF","#F9A338FF","#867673FF","#0F120FFF","#FFDAA0FF","#B29952FF","#A38847FF","#F9A338FF","#867673FF","#0F120FFF"
"#F1CFA2FF","#F8BC64FF","#E68B47FF","#BD6E39FF","#4A2C22FF","#F1CFA2FF","#F8BC64FF","#E68B47FF","#BD6E39FF","#4A2C22FF","#F1CFA2FF","#F8BC64FF"
"#EDAA6AFF","#41230EFF","#B0612DFF","#743F1CFF","#120906FF","#EDAA6AFF","#41230EFF","#B0612DFF","#743F1CFF","#120906FF","#EDAA6AFF","#41230EFF"
"#080808FF","#5E596FFF","#9A7354FF","#DCA57EFF","#F6FCD0FF","#C5E4F6FF","#080808FF","#5E596FFF","#9A7354FF","#DCA57EFF","#F6FCD0FF","#C5E4F6FF"
"#18181AFF","#848178FF","#C6C7C2FF","#815B37FF","#E3C77CFF","#FEFF99FF","#18181AFF","#848178FF","#C6C7C2FF","#815B37FF","#E3C77CFF","#FEFF99FF"
"#412A26FF","#583423FF","#765B4CFF","#85797AFF","#E0AE74FF","#F7ECE6FF","#412A26FF","#583423FF","#765B4CFF","#85797AFF","#E0AE74FF","#F7ECE6FF"
"#543813FF","#E4733BFF","#D9842AFF","#DAB77FFF","#CFE0D8FF","#9CC3E0FF","#5981BCFF","#543813FF","#E4733BFF","#D9842AFF","#DAB77FFF","#CFE0D8FF"
"#343530FF","#636051FF","#A0A384FF","#A3BECFFF","#93B9ACFF","#BDD6C3FF","#343530FF","#636051FF","#A0A384FF","#A3BECFFF","#93B9ACFF","#BDD6C3FF"
"#9DBFDAFF","#6FA3DDFF","#588ECEFF","#336AAAFF","#295A9CFF","#1B4287FF","#9DBFDAFF","#6FA3DDFF","#588ECEFF","#336AAAFF","#295A9CFF","#1B4287FF"
"#626063FF","#AD5E59FF","#FD7C45FF","#FABA62FF","#FFFFBBFF","#BBDADCFF","#626063FF","#AD5E59FF","#FD7C45FF","#FABA62FF","#FFFFBBFF","#BBDADCFF"
"#040605FF","#0A183FFF","#1C407AFF","#A1A4B7FF","#F2BFA4FF","#FFD585FF","#040605FF","#0A183FFF","#1C407AFF","#A1A4B7FF","#F2BFA4FF","#FFD585FF"
"#552C10FF","#865B48FF","#343611FF","#515530FF","#977F7DFF","#D3B696FF","#552C10FF","#865B48FF","#343611FF","#515530FF","#977F7DFF","#D3B696FF"
"#1B396DFF","#3E88B9FF","#34362BFF","#B6BFBEFF","#5D3F27FF","#C7B29DFF","#1B396DFF","#3E88B9FF","#34362BFF","#B6BFBEFF","#5D3F27FF","#C7B29DFF"
"#020401FF","#101E07FF","#2A4613FF","#374E0AFF","#7D8B3CFF","#020401FF","#101E07FF","#2A4613FF","#374E0AFF","#7D8B3CFF","#020401FF","#101E07FF"
"#10100EFF","#697573FF","#384A22FF","#8D8B4EFF","#D6AA85FF","#E4E6D1FF","#10100EFF","#697573FF","#384A22FF","#8D8B4EFF","#D6AA85FF","#E4E6D1FF"
"#808314FF","#DCDB43FF","#C5DFF4FF","#323526FF","#534C2EFF","#808314FF","#DCDB43FF","#C5DFF4FF","#323526FF","#534C2EFF","#808314FF","#DCDB43FF"
"#322419FF","#291A17FF","#534546FF","#D3CCC8FF","#8F7772FF","#322419FF","#291A17FF","#534546FF","#D3CCC8FF","#8F7772FF","#322419FF","#291A17FF"
"#2F2E0FFF","#8D7046FF","#67331EFF","#844522FF","#2A61A2FF","#619DC1FF","#2F2E0FFF","#8D7046FF","#67331EFF","#844522FF","#2A61A2FF","#619DC1FF"
"#CFC7C4FF","#75767AFF","#DCA074FF","#994B1EFF","#593C2AFF","#1B1110FF","#CFC7C4FF","#75767AFF","#DCA074FF","#994B1EFF","#593C2AFF","#1B1110FF"
"#2E3780FF","#384AB3FF","#7C444DFF","#A34D36FF","#B4AFAFFF","#272A28FF","#2E3780FF","#384AB3FF","#7C444DFF","#A34D36FF","#B4AFAFFF","#272A28FF"
"#659FCBFF","#05090FFF","#477173FF","#22372CFF","#3A6C4EFF","#659FCBFF","#05090FFF","#477173FF","#22372CFF","#3A6C4EFF","#659FCBFF","#05090FFF"
"#252523FF","#496161FF","#4C2715FF","#573C21FF","#845736FF","#9E7F60FF","#252523FF","#496161FF","#4C2715FF","#573C21FF","#845736FF","#9E7F60FF"
"#17170BFF","#422811FF","#5A3111FF","#A06322FF","#E9C74AFF","#F5EACCFF","#17170BFF","#422811FF","#5A3111FF","#A06322FF","#E9C74AFF","#F5EACCFF"
"#301E48FF","#796D9DFF","#DDDAEFFF","#F9E011FF","#D9B523FF","#946D2AFF","#301E48FF","#796D9DFF","#DDDAEFFF","#F9E011FF","#D9B523FF","#946D2AFF"
"#736F66FF","#1D1C1AFF","#2E3F13FF","#90A53EFF","#E1AF4CFF","#A36407FF","#736F66FF","#1D1C1AFF","#2E3F13FF","#90A53EFF","#E1AF4CFF","#A36407FF"
"#7B6E18FF","#24566DFF","#617764FF","#9DD2CBFF","#B3C29AFF","#BBCC64FF","#7B6E18FF","#24566DFF","#617764FF","#9DD2CBFF","#B3C29AFF","#BBCC64FF"
"#3F2723FF","#F4F4DAFF","#9B7B66FF","#DBF379FF","#4F6A35FF","#3F2723FF","#F4F4DAFF","#9B7B66FF","#DBF379FF","#4F6A35FF","#3F2723FF","#F4F4DAFF"
"#3D76A3FF","#5EADBEFF","#5EA176FF","#A76123FF","#7A4018FF","#B48D48FF","#767D76FF","#3D76A3FF","#5EADBEFF","#5EA176FF","#A76123FF","#7A4018FF"
"#553945FF","#9D758DFF","#734631FF","#B3956FFF","#554A48FF","#8A91A4FF","#553945FF","#9D758DFF","#734631FF","#B3956FFF","#554A48FF","#8A91A4FF"
"#31241EFF","#57302BFF","#AD836DFF","#45472FFF","#5B671FFF","#6C8422FF","#31241EFF","#57302BFF","#AD836DFF","#45472FFF","#5B671FFF","#6C8422FF"
"#313632FF","#7D8184FF","#432B21FF","#6B503BFF","#B89E83FF","#313632FF","#7D8184FF","#432B21FF","#6B503BFF","#B89E83FF","#313632FF","#7D8184FF"
"#800824FF","#9A1609FF","#C4603CFF","#B53E78FF","#6090D2FF","#DC9722FF","#DCB78BFF","#800824FF","#9A1609FF","#C4603CFF","#B53E78FF","#6090D2FF"
"#0F1309FF","#F86100FF","#FF9E00FF","#897F27FF","#C9B13FFF","#FFCB7BFF","#0F1309FF","#F86100FF","#FF9E00FF","#897F27FF","#C9B13FFF","#FFCB7BFF"
"#1F1A10FF","#493823FF","#9E6E27FF","#C47E2AFF","#FDB958FF","#FCE3A8FF","#1F1A10FF","#493823FF","#9E6E27FF","#C47E2AFF","#FDB958FF","#FCE3A8FF"
"#061349FF","#44618CFF","#82B4DEFF","#492772FF","#C78EF0FF","#3D5537FF","#061349FF","#44618CFF","#82B4DEFF","#492772FF","#C78EF0FF","#3D5537FF"
"#3C2726FF","#767D6DFF","#6D723AFF","#33511CFF","#3A6722FF","#547F47FF","#3C2726FF","#767D6DFF","#6D723AFF","#33511CFF","#3A6722FF","#547F47FF"
"#44290CFF","#8A6026FF","#BC9B7CFF","#4D6706FF","#6F9703FF","#ABC035FF","#44290CFF","#8A6026FF","#BC9B7CFF","#4D6706FF","#6F9703FF","#ABC035FF"
"#342125FF","#C04D5CFF","#F17F2AFF","#EB9734FF","#FFB765FF","#FFE9C4FF","#342125FF","#C04D5CFF","#F17F2AFF","#EB9734FF","#FFB765FF","#FFE9C4FF"
"#3E3041FF","#8D6486FF","#745C5AFF","#674232FF","#BA8E69FF","#C5A99BFF","#3E3041FF","#8D6486FF","#745C5AFF","#674232FF","#BA8E69FF","#C5A99BFF"
"#040403FF","#423A31FF","#6E5D54FF","#684E2DFF","#BEA26CFF","#F5DEB6FF","#040403FF","#423A31FF","#6E5D54FF","#684E2DFF","#BEA26CFF","#F5DEB6FF"
"#463732FF","#674F37FF","#6C5948FF","#9A7B5CFF","#C7B084FF","#463732FF","#674F37FF","#6C5948FF","#9A7B5CFF","#C7B084FF","#463732FF","#674F37FF"
"#663000FF","#996136FF","#CC9B7AFF","#D9AF98FF","#F2DACEFF","#CCFDFFFF","#99F8FFFF","#66F0FFFF","#33E4FFFF","#00AACCFF","#663000FF","#996136FF"
"#331A00FF","#663000FF","#996136FF","#CC9B7AFF","#D9AF98FF","#F2DACEFF","#CCFDFFFF","#99F8FFFF","#66F0FFFF","#33E4FFFF","#00AACCFF","#007A99FF"
"#1F8F99FF","#52C4CCFF","#99FAFFFF","#B2FCFFFF","#CCFEFFFF","#E6FFFFFF","#FFE6CCFF","#FFCA99FF","#FFAD66FF","#FF8F33FF","#CC5800FF","#994000FF"
"#006666FF","#009999FF","#00CCCCFF","#00FFFFFF","#33FFFFFF","#66FFFFFF","#99FFFFFF","#B2FFFFFF","#CCFFFFFF","#E6FFFFFF","#FFE6CCFF","#FFCA99FF"
"#2A0BD9FF","#264EFFFF","#40A1FFFF","#73DAFFFF","#ABF8FFFF","#E0FFFFFF","#FFFFBFFF","#FFE099FF","#FFAD73FF","#F76E5EFF","#D92632FF","#A60021FF"
"#2400D9FF","#191DF7FF","#2957FFFF","#3D87FFFF","#57B0FFFF","#75D3FFFF","#99EBFFFF","#BDF9FFFF","#EBFFFFFF","#FFFFEBFF","#FFF2BDFF","#FFD699FF"
"#0000FFFF","#3333FFFF","#6666FFFF","#9999FFFF","#B2B2FFFF","#CCCCFFFF","#E6E6FFFF","#E6FFE6FF","#CCFFCCFF","#B2FFB2FF","#99FF99FF","#66FF66FF"
"#0099CCFF","#66E6FFFF","#99FFFFFF","#CCFFFFFF","#E6E6E6FF","#999999FF","#666666FF","#333333FF","#0099CCFF","#66E6FFFF","#99FFFFFF","#CCFFFFFF"
"#085AFFFF","#3377FFFF","#5991FFFF","#8CB2FFFF","#BFD4FFFF","#E6EEFFFF","#F7FAFFFF","#FFFFCCFF","#FFFF99FF","#FFFF00FF","#FFCC00FF","#FF9900FF"
"#0055FFFF","#3399FFFF","#66CCFFFF","#99EEFFFF","#CCFFFFFF","#FFFFCCFF","#FFEE99FF","#FFCC66FF","#FF9933FF","#FF5500FF","#0055FFFF","#3399FFFF"
"#002BFFFF","#1A66FFFF","#3399FFFF","#66CCFFFF","#99EEFFFF","#CCFFFFFF","#FFFFCCFF","#FFEE99FF","#FFCC66FF","#FF9933FF","#FF661AFF","#FF2B00FF"
"#0080FFFF","#4CC4FFFF","#99EEFFFF","#CCFFFFFF","#FFFFCCFF","#FFEE99FF","#FFC44CFF","#FF8000FF","#0080FFFF","#4CC4FFFF","#99EEFFFF","#CCFFFFFF"
"#E6FFFFFF","#CCFBFFFF","#B2F2FFFF","#99E6FFFF","#80D4FFFF","#66BFFFFF","#4CA6FFFF","#3388FFFF","#1A66FFFF","#0040FFFF","#E6FFFFFF","#CCFBFFFF"
