"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"#010101FF","#582C83FF","#5B6770FF","#010101FF","#582C83FF","#5B6770FF","#010101FF","#582C83FF","#5B6770FF","#010101FF","#582C83FF","#5B6770FF"
"#003DA5FF","#FF6720FF","#B1B3B3FF","#003DA5FF","#FF6720FF","#B1B3B3FF","#003DA5FF","#FF6720FF","#B1B3B3FF","#003DA5FF","#FF6720FF","#B1B3B3FF"
"#003DA5FF","#E35205FF","#010101FF","#003DA5FF","#E35205FF","#010101FF","#003DA5FF","#E35205FF","#010101FF","#003DA5FF","#E35205FF","#010101FF"
"#010101FF","#003DA5FF","#FF6720FF","#B1B3B3FF","#010101FF","#003DA5FF","#FF6720FF","#B1B3B3FF","#010101FF","#003DA5FF","#FF6720FF","#B1B3B3FF"
"#0C2340FF","#FF6720FF","#707372FF","#C8C9C7FF","#0C2340FF","#FF6720FF","#707372FF","#C8C9C7FF","#0C2340FF","#FF6720FF","#707372FF","#C8C9C7FF"
"#007A33FF","#FE5000FF","#0072CEFF","#8D9093FF","#010101FF","#007A33FF","#FE5000FF","#0072CEFF","#8D9093FF","#010101FF","#007A33FF","#FE5000FF"
"#582C83FF","#FFC72CFF","#010101FF","#582C83FF","#FFC72CFF","#010101FF","#582C83FF","#FFC72CFF","#010101FF","#582C83FF","#FFC72CFF","#010101FF"
"#010101FF","#373A36FF","#FFC72CFF","#582C83FF","#010101FF","#373A36FF","#FFC72CFF","#582C83FF","#010101FF","#373A36FF","#FFC72CFF","#582C83FF"
"#702F8AFF","#9063CDFF","#FFC72CFF","#702F8AFF","#9063CDFF","#FFC72CFF","#702F8AFF","#9063CDFF","#FFC72CFF","#702F8AFF","#9063CDFF","#FFC72CFF"
"#0057B7FF","#8D9093FF","#010101FF","#0057B7FF","#8D9093FF","#010101FF","#0057B7FF","#8D9093FF","#010101FF","#0057B7FF","#8D9093FF","#010101FF"
"#FF8200FF","#E57200FF","#010101FF","#FF8200FF","#E57200FF","#010101FF","#FF8200FF","#E57200FF","#010101FF","#FF8200FF","#E57200FF","#010101FF"
"#3B4559FF","#1B365DFF","#0057B7FF","#CCCCCCFF","#010101FF","#3B4559FF","#1B365DFF","#0057B7FF","#CCCCCCFF","#010101FF","#3B4559FF","#1B365DFF"
"#0050B5FF","#0C2340FF","#8D9093FF","#010101FF","#0050B5FF","#0C2340FF","#8D9093FF","#010101FF","#0050B5FF","#0C2340FF","#8D9093FF","#010101FF"
"#007A33FF","#0057B7FF","#0C2340FF","#8D9093FF","#010101FF","#007A33FF","#0057B7FF","#0C2340FF","#8D9093FF","#010101FF","#007A33FF","#0057B7FF"
"#0086BFFF","#0C2340FF","#010101FF","#78BE21FF","#0086BFFF","#0C2340FF","#010101FF","#78BE21FF","#0086BFFF","#0C2340FF","#010101FF","#78BE21FF"
"#002855FF","#FA4616FF","#010101FF","#002855FF","#FA4616FF","#010101FF","#002855FF","#FA4616FF","#010101FF","#002855FF","#FA4616FF","#010101FF"
"#041E42FF","#0057B7FF","#8D9093FF","#FED141FF","#AD841FFF","#041E42FF","#0057B7FF","#8D9093FF","#FED141FF","#AD841FFF","#041E42FF","#0057B7FF"
"#010101FF","#FFB81CFF","#DA291CFF","#004C97FF","#418FDEFF","#010101FF","#FFB81CFF","#DA291CFF","#004C97FF","#418FDEFF","#010101FF","#FFB81CFF"
"#211747FF","#004F71FF","#59C7EBFF","#99D6EAFF","#0082BAFF","#FFC72CFF","#211747FF","#004F71FF","#59C7EBFF","#99D6EAFF","#0082BAFF","#FFC72CFF"
"#0C2340FF","#1D4289FF","#862633FF","#FFC72CFF","#0C2340FF","#1D4289FF","#862633FF","#FFC72CFF","#0C2340FF","#1D4289FF","#862633FF","#FFC72CFF"
"#041E42FF","#041E42FF","#FFCD00FF","#E4002BFF","#FF6720FF","#0032A0FF","#AC145AFF","#041E42FF","#041E42FF","#FFCD00FF","#E4002BFF","#FF6720FF"
"#AC145AFF","#FFC72CFF","#862633FF","#0C2340FF","#AC145AFF","#FFC72CFF","#862633FF","#0C2340FF","#AC145AFF","#FFC72CFF","#862633FF","#0C2340FF"
"#862633FF","#862633FF","#FC4C02FF","#FF8200FF","#FFC72CFF","#862633FF","#862633FF","#FC4C02FF","#FF8200FF","#FFC72CFF","#862633FF","#862633FF"
"#010101FF","#C8102EFF","#FF6720FF","#FFC72CFF","#009739FF","#1D4289FF","#702F8AFF","#010101FF","#C8102EFF","#FF6720FF","#FFC72CFF","#009739FF"
"#041E42FF","#FFC72CFF","#B1B3B3FF","#041E42FF","#FFC72CFF","#B1B3B3FF","#041E42FF","#FFC72CFF","#B1B3B3FF","#041E42FF","#FFC72CFF","#B1B3B3FF"
"#782F40FF","#004E42FF","#F2C75CFF","#010101FF","#782F40FF","#004E42FF","#F2C75CFF","#010101FF","#782F40FF","#004E42FF","#F2C75CFF","#010101FF"
"#0047BBFF","#EFD19FFF","#5B7F95FF","#FFB81CFF","#0047BBFF","#EFD19FFF","#5B7F95FF","#FFB81CFF","#0047BBFF","#EFD19FFF","#5B7F95FF","#FFB81CFF"
"#0C2340FF","#B9975BFF","#C8102EFF","#0C2340FF","#B9975BFF","#C8102EFF","#0C2340FF","#B9975BFF","#C8102EFF","#0C2340FF","#B9975BFF","#C8102EFF"
"#1D4289FF","#C8102EFF","#B9975BFF","#89734CFF","#1D4289FF","#C8102EFF","#B9975BFF","#89734CFF","#1D4289FF","#C8102EFF","#B9975BFF","#89734CFF"
"#211747FF","#2C5234FF","#FFB81CFF","#89734CFF","#211747FF","#2C5234FF","#FFB81CFF","#89734CFF","#211747FF","#2C5234FF","#FFB81CFF","#89734CFF"
"#041E42FF","#1D4289FF","#C8102EFF","#B1B3B3FF","#041E42FF","#1D4289FF","#C8102EFF","#B1B3B3FF","#041E42FF","#1D4289FF","#C8102EFF","#B1B3B3FF"
"#006271FF","#9D2235FF","#FFA400FF","#8D9093FF","#010101FF","#006271FF","#9D2235FF","#FFA400FF","#8D9093FF","#010101FF","#006271FF","#9D2235FF"
"#1D4289FF","#041E42FF","#C8102EFF","#B1B3B3FF","#1D4289FF","#041E42FF","#C8102EFF","#B1B3B3FF","#1D4289FF","#041E42FF","#C8102EFF","#B1B3B3FF"
"#BA0C2FFF","#753BBDFF","#B9975BFF","#89734CFF","#010101FF","#BA0C2FFF","#753BBDFF","#B9975BFF","#89734CFF","#010101FF","#BA0C2FFF","#753BBDFF"
"#BA0C2FFF","#545859FF","#010101FF","#BA0C2FFF","#545859FF","#010101FF","#BA0C2FFF","#545859FF","#010101FF","#BA0C2FFF","#545859FF","#010101FF"
"#888B8DFF","#B9975BFF","#89734CFF","#010101FF","#888B8DFF","#B9975BFF","#89734CFF","#010101FF","#888B8DFF","#B9975BFF","#89734CFF","#010101FF"
"#753BBDFF","#BA0C2FFF","#8D9093FF","#010101FF","#753BBDFF","#BA0C2FFF","#8D9093FF","#010101FF","#753BBDFF","#BA0C2FFF","#8D9093FF","#010101FF"
"#BA0C2FFF","#00A05EFF","#8D9093FF","#010101FF","#BA0C2FFF","#00A05EFF","#8D9093FF","#010101FF","#BA0C2FFF","#00A05EFF","#8D9093FF","#010101FF"
"#010101FF","#8D9093FF","#789D4AFF","#3D441EFF","#816040FF","#010101FF","#8D9093FF","#789D4AFF","#3D441EFF","#816040FF","#010101FF","#8D9093FF"
"#BA0C2FFF","#9EA2A2FF","#373A36FF","#010101FF","#BA0C2FFF","#9EA2A2FF","#373A36FF","#010101FF","#BA0C2FFF","#9EA2A2FF","#373A36FF","#010101FF"
"#041E42FF","#BA0C2FFF","#2C7AA1FF","#8D9093FF","#041E42FF","#BA0C2FFF","#2C7AA1FF","#8D9093FF","#041E42FF","#BA0C2FFF","#2C7AA1FF","#8D9093FF"
"#0C2340FF","#418FDEFF","#BA0C2FFF","#0C2340FF","#418FDEFF","#BA0C2FFF","#0C2340FF","#418FDEFF","#BA0C2FFF","#0C2340FF","#418FDEFF","#BA0C2FFF"
"#FFC72CFF","#BA0C2FFF","#010101FF","#FFC72CFF","#BA0C2FFF","#010101FF","#FFC72CFF","#BA0C2FFF","#010101FF","#FFC72CFF","#BA0C2FFF","#010101FF"
"#0C2340FF","#003DA5FF","#D50032FF","#8D9093FF","#010101FF","#0C2340FF","#003DA5FF","#D50032FF","#8D9093FF","#010101FF","#0C2340FF","#003DA5FF"
"#010101FF","#8D9093FF","#D50032FF","#896C4CFF","#010101FF","#8D9093FF","#D50032FF","#896C4CFF","#010101FF","#8D9093FF","#D50032FF","#896C4CFF"
"#888B8DFF","#E4D5D3FF","#003DA5FF","#D50032FF","#888B8DFF","#E4D5D3FF","#003DA5FF","#D50032FF","#888B8DFF","#E4D5D3FF","#003DA5FF","#D50032FF"
"#9A8822FF","#F5CDB4FF","#F8AFA8FF","#FDDDA0FF","#74A089FF","#9A8822FF","#F5CDB4FF","#F8AFA8FF","#FDDDA0FF","#74A089FF","#9A8822FF","#F5CDB4FF"
"#211747FF","#FFA400FF","#CB6015FF","#A9431EFF","#B1B3B3FF","#5B6770FF","#010101FF","#211747FF","#FFA400FF","#CB6015FF","#A9431EFF","#B1B3B3FF"
"#582C83FF","#CB6015FF","#FFA400FF","#A6192EFF","#5B6770FF","#010101FF","#582C83FF","#CB6015FF","#FFA400FF","#A6192EFF","#5B6770FF","#010101FF"
"#702F8AFF","#FA4616FF","#A45A2AFF","#702F8AFF","#FA4616FF","#A45A2AFF","#702F8AFF","#FA4616FF","#A45A2AFF","#702F8AFF","#FA4616FF","#A45A2AFF"
"#010101FF","#5B6770FF","#B1B3B3FF","#CB6015FF","#211747FF","#010101FF","#5B6770FF","#B1B3B3FF","#CB6015FF","#211747FF","#010101FF","#5B6770FF"
"#010101FF","#211747FF","#582C83FF","#5F249FFF","#702F8AFF","#A6192EFF","#C8102EFF","#FC4C02FF","#FF6720FF","#FF7F41FF","#FFA400FF","#FFB81CFF"
"#173F35FF","#FFA400FF","#010101FF","#173F35FF","#FFA400FF","#010101FF","#173F35FF","#FFA400FF","#010101FF","#173F35FF","#FFA400FF","#010101FF"
"#173F35FF","#9E2B2FFF","#FFA400FF","#8F654DFF","#E35205FF","#173F35FF","#9E2B2FFF","#FFA400FF","#8F654DFF","#E35205FF","#173F35FF","#9E2B2FFF"
"#D50032FF","#F6BE00FF","#00573FFF","#010101FF","#D50032FF","#F6BE00FF","#00573FFF","#010101FF","#D50032FF","#F6BE00FF","#00573FFF","#010101FF"
"#0072CEFF","#041E42FF","#F9423AFF","#FFB81CFF","#0072CEFF","#041E42FF","#F9423AFF","#FFB81CFF","#0072CEFF","#041E42FF","#F9423AFF","#FFB81CFF"
"#25282AFF","#545859FF","#9EA2A2FF","#FFB81CFF","#F9423AFF","#0072CEFF","#25282AFF","#545859FF","#9EA2A2FF","#FFB81CFF","#F9423AFF","#0072CEFF"
"#0093B2FF","#0072CEFF","#041E42FF","#F9423AFF","#FFB81CFF","#0093B2FF","#0072CEFF","#041E42FF","#F9423AFF","#FFB81CFF","#0093B2FF","#0072CEFF"
"#373A36FF","#C27237FF","#007A33FF","#007A33FF","#FFCD00FF","#0072CEFF","#74531CFF","#F9423AFF","#041E42FF","#373A36FF","#C27237FF","#007A33FF"
"#0C2340FF","#236192FF","#78BE21FF","#9EA2A2FF","#0C2340FF","#236192FF","#78BE21FF","#9EA2A2FF","#0C2340FF","#236192FF","#78BE21FF","#9EA2A2FF"
"#236192FF","#009739FF","#FFD700FF","#C8102EFF","#8D9093FF","#010101FF","#236192FF","#009739FF","#FFD700FF","#C8102EFF","#8D9093FF","#010101FF"
"#010101FF","#8D9093FF","#236192FF","#00843DFF","#FFD700FF","#C8102EFF","#010101FF","#8D9093FF","#236192FF","#00843DFF","#FFD700FF","#C8102EFF"
"#C8102EFF","#236192FF","#0C2340FF","#9EA2A2FF","#C8102EFF","#236192FF","#0C2340FF","#9EA2A2FF","#C8102EFF","#236192FF","#0C2340FF","#9EA2A2FF"
"#003DA5FF","#FFC72CFF","#25282AFF","#003DA5FF","#FFC72CFF","#25282AFF","#003DA5FF","#FFC72CFF","#25282AFF","#003DA5FF","#FFC72CFF","#25282AFF"
"#041E42FF","#00A9E0FF","#BE3A34FF","#FFA400FF","#041E42FF","#00A9E0FF","#BE3A34FF","#FFA400FF","#041E42FF","#00A9E0FF","#BE3A34FF","#FFA400FF"
"#041E42FF","#BE3A34FF","#FFA400FF","#041E42FF","#BE3A34FF","#FFA400FF","#041E42FF","#BE3A34FF","#FFA400FF","#041E42FF","#BE3A34FF","#FFA400FF"
"#003DA5FF","#2CCCD3FF","#FFC72CFF","#D50032FF","#003DA5FF","#2CCCD3FF","#FFC72CFF","#D50032FF","#003DA5FF","#2CCCD3FF","#FFC72CFF","#D50032FF"
"#25282AFF","#D50032FF","#FFC72CFF","#25282AFF","#D50032FF","#FFC72CFF","#25282AFF","#D50032FF","#FFC72CFF","#25282AFF","#D50032FF","#FFC72CFF"
"#010101FF","#0C2340FF","#8D9093FF","#010101FF","#0C2340FF","#8D9093FF","#010101FF","#0C2340FF","#8D9093FF","#010101FF","#0C2340FF","#8D9093FF"
"#B1B3B3FF","#0C2340FF","#C8102EFF","#B1B3B3FF","#0C2340FF","#C8102EFF","#B1B3B3FF","#0C2340FF","#C8102EFF","#B1B3B3FF","#0C2340FF","#C8102EFF"
"#C8102EFF","#0C2340FF","#8D9093FF","#C8C9C7FF","#C8102EFF","#0C2340FF","#8D9093FF","#C8C9C7FF","#C8102EFF","#0C2340FF","#8D9093FF","#C8C9C7FF"
"#EF342CFF","#E85569FF","#111013FF","#CB302CFF","#5C2C2DFF","#3E509AFF","#EF342CFF","#E85569FF","#111013FF","#CB302CFF","#5C2C2DFF","#3E509AFF"
"#CB54D6FF","#3E45C4FF","#21191AFF","#362F78FF","#57B4AEFF","#CB54D6FF","#3E45C4FF","#21191AFF","#362F78FF","#57B4AEFF","#CB54D6FF","#3E45C4FF"
"#FF69B4FF","#FF6EB4FF","#EE6AA7FF","#CD6090FF","#8B3A62FF","#FF69B4FF","#FF6EB4FF","#EE6AA7FF","#CD6090FF","#8B3A62FF","#FF69B4FF","#FF6EB4FF"
"#FF4E86FF","#FF9E44FF","#FDFD31FF","#85FD4EFF","#4ED5FFFF","#FF4E86FF","#FF9E44FF","#FDFD31FF","#85FD4EFF","#4ED5FFFF","#FF4E86FF","#FF9E44FF"
"#69D2E7FF","#A7DBD8FF","#E0E4CCFF","#F38630FF","#FA6900FF","#69D2E7FF","#A7DBD8FF","#E0E4CCFF","#F38630FF","#FA6900FF","#69D2E7FF","#A7DBD8FF"
"#3FB8AFFF","#7FC7AFFF","#DAD8A7FF","#FF9E9DFF","#FF3D7FFF","#3FB8AFFF","#7FC7AFFF","#DAD8A7FF","#FF9E9DFF","#FF3D7FFF","#3FB8AFFF","#7FC7AFFF"
"#FEDF37FF","#FCA811FF","#D25117FF","#8A4C19FF","#573420FF","#FEDF37FF","#FCA811FF","#D25117FF","#8A4C19FF","#573420FF","#FEDF37FF","#FCA811FF"
"#4C9385FF","#F2D1B3FF","#F2E77EFF","#DA7698FF","#E3A7C0FF","#4C9385FF","#F2D1B3FF","#F2E77EFF","#DA7698FF","#E3A7C0FF","#4C9385FF","#F2D1B3FF"
"#ECD078FF","#DA5B43FF","#C12942FF","#542437FF","#53777AFF","#ECD078FF","#DA5B43FF","#C12942FF","#542437FF","#53777AFF","#ECD078FF","#DA5B43FF"
"#D99E4CFF","#D65238FF","#9E443FFF","#422B3AFF","#28212BFF","#D99E4CFF","#D65238FF","#9E443FFF","#422B3AFF","#28212BFF","#D99E4CFF","#D65238FF"
"#390E40FF","#701C34FF","#A63228FF","#C7662AFF","#EBA42BFF","#390E40FF","#701C34FF","#A63228FF","#C7662AFF","#EBA42BFF","#390E40FF","#701C34FF"
"#00CED1FF","#48D1CCFF","#AFEEEEFF","#BBFFFFFF","#AEEEEEFF","#96CDCDFF","#668B8BFF","#40E0D0FF","#00F5FFFF","#00E5EEFF","#00C5CDFF","#00868BFF"
"#2E3440FF","#3B4252FF","#434C5EFF","#4C566AFF","#2E3440FF","#3B4252FF","#434C5EFF","#4C566AFF","#2E3440FF","#3B4252FF","#434C5EFF","#4C566AFF"
"#D8DEE9FF","#E5E9F0FF","#ECEFF4FF","#D8DEE9FF","#E5E9F0FF","#ECEFF4FF","#D8DEE9FF","#E5E9F0FF","#ECEFF4FF","#D8DEE9FF","#E5E9F0FF","#ECEFF4FF"
"#8FBCBBFF","#88C0D0FF","#81A1C1FF","#5E81ACFF","#8FBCBBFF","#88C0D0FF","#81A1C1FF","#5E81ACFF","#8FBCBBFF","#88C0D0FF","#81A1C1FF","#5E81ACFF"
"#BF616AFF","#D08770FF","#EBCB8BFF","#A3BE8CFF","#B48EADFF","#BF616AFF","#D08770FF","#EBCB8BFF","#A3BE8CFF","#B48EADFF","#BF616AFF","#D08770FF"
"#EDDAEBFF","#AD8CAEFF","#4F93B8FF","#306489FF","#222B4CFF","#EDDAEBFF","#AD8CAEFF","#4F93B8FF","#306489FF","#222B4CFF","#EDDAEBFF","#AD8CAEFF"
"#184860FF","#486078FF","#D8D8D8FF","#484860FF","#181830FF","#184860FF","#486078FF","#D8D8D8FF","#484860FF","#181830FF","#184860FF","#486078FF"
"#4B644BFF","#647D4BFF","#E1E1E1FF","#7D96AFFF","#647D96FF","#4B644BFF","#647D4BFF","#E1E1E1FF","#7D96AFFF","#647D96FF","#4B644BFF","#647D4BFF"
"#7D4B19FF","#C89664FF","#C87D4BFF","#4B647DFF","#324B64FF","#19324BFF","#7D4B19FF","#C89664FF","#C87D4BFF","#4B647DFF","#324B64FF","#19324BFF"
"#AF1900FF","#C83200FF","#E19600FF","#193264FF","#001964FF","#AF1900FF","#C83200FF","#E19600FF","#193264FF","#001964FF","#AF1900FF","#C83200FF"
"#E1C8AFFF","#C8AF96FF","#AF967DFF","#967D7DFF","#644B64FF","#4B324BFF","#E1C8AFFF","#C8AF96FF","#AF967DFF","#967D7DFF","#644B64FF","#4B324BFF"
"#4B3232FF","#7D4B32FF","#966432FF","#AF7D32FF","#E19632FF","#E1AF4BFF","#C8C896FF","#4B4B4BFF","#4B3232FF","#7D4B32FF","#966432FF","#AF7D32FF"
"#4B4B4BFF","#967D4BFF","#AFAF7DFF","#C89632FF","#647D64FF","#96AFAFFF","#7D96AFFF","#4B4B4BFF","#967D4BFF","#AFAF7DFF","#C89632FF","#647D64FF"
"#BEBEBEFF","#C8C8C8FF","#DCD2C8FF","#D2C8C8FF","#BEBEC8FF","#B4B4BEFF","#BEBEBEFF","#C8C8C8FF","#DCD2C8FF","#D2C8C8FF","#BEBEC8FF","#B4B4BEFF"
"#7D3232FF","#7D4B4BFF","#7D6464FF","#AF967DFF","#FAC87DFF","#E1AF64FF","#C8964BFF","#32324BFF","#7D3232FF","#7D4B4BFF","#7D6464FF","#AF967DFF"
"#304890FF","#7890A8FF","#90A8C0FF","#A8A8A8FF","#C0C0A8FF","#6A7E4FFF","#304848FF","#304890FF","#7890A8FF","#90A8C0FF","#A8A8A8FF","#C0C0A8FF"
"#486090FF","#6078A8FF","#7890A8FF","#90A8C0FF","#F0D8C0FF","#D6BBCFFF","#A8C0C0FF","#C0D8D8FF","#A8A890FF","#486090FF","#6078A8FF","#7890A8FF"
"#D8F0F0FF","#786060FF","#D8C0A8FF","#A86030FF","#A890A8FF","#486090FF","#A89078FF","#F0A860FF","#D8F0F0FF","#786060FF","#D8C0A8FF","#A86030FF"
"#786060FF","#486090FF","#A890A8FF","#D8F0F0FF","#F0A860FF","#D8C0A8FF","#A89078FF","#A86030FF","#786060FF","#486090FF","#A890A8FF","#D8F0F0FF"
"#A8C0A8FF","#C0C0A8FF","#A8A890FF","#909078FF","#A8A8A8FF","#C0C0C0FF","#D8C0A8FF","#C09048FF","#C07848FF","#D89060FF","#C07848FF","#A8C0A8FF"
"#A84848FF","#F0D8D8FF","#304830FF","#909078FF","#607890FF","#90A8A8FF","#906030FF","#C0A890FF","#A84848FF","#F0D8D8FF","#304830FF","#909078FF"
"#A84830FF","#D89060FF","#604830FF","#6090D8FF","#C0C0D8FF","#606030FF","#486030FF","#A84830FF","#D89060FF","#604830FF","#6090D8FF","#C0C0D8FF"
"#A89030FF","#004878FF","#78A890FF","#000000FF","#481800FF","#A89030FF","#004878FF","#78A890FF","#000000FF","#481800FF","#A89030FF","#004878FF"
"#D8D8D8FF","#609060FF","#183030FF","#A8C090FF","#604848FF","#D8C0A8FF","#A86048FF","#D8D8D8FF","#609060FF","#183030FF","#A8C090FF","#604848FF"
"#C47000FF","#E0C48CFF","#8C3800FF","#E0A81CFF","#8CA8C4FF","#385438FF","#C47000FF","#E0C48CFF","#8C3800FF","#E0A81CFF","#8CA8C4FF","#385438FF"
"#701C00FF","#8C3800FF","#A85400FF","#C47000FF","#C48C1CFF","#E0A81CFF","#E0C48CFF","#E0E0E0FF","#C4C4C4FF","#8CA8C4FF","#708CA8FF","#1C54A8FF"
"#D23C1EFF","#965A3CFF","#B4783CFF","#B4D2D2FF","#96B4B4FF","#96B4D2FF","#7896B4FF","#D23C1EFF","#965A3CFF","#B4783CFF","#B4D2D2FF","#96B4B4FF"
"#F63B32FF","#E37870FF","#F3FF41FF","#005487FF","#52BCD4FF","#679C40FF","#F3FBFBFF","#1C0608FF","#002B52FF","#F63B32FF","#E37870FF","#F3FF41FF"
"#AB7E37FF","#79222AFF","#562323FF","#333B43FF","#B68830FF","#232728FF","#B9ACA3FF","#7A2529FF","#2C374AFF","#120F11FF","#768B99FF","#6F2827FF"
"#903030FF","#D84860FF","#F0A8C0FF","#FFFFFFFF","#A8A8A8FF","#787878FF","#903030FF","#D84860FF","#F0A8C0FF","#FFFFFFFF","#A8A8A8FF","#787878FF"
"#486030FF","#C03018FF","#F0A800FF","#484878FF","#A8C018FF","#609048FF","#486030FF","#C03018FF","#F0A800FF","#484878FF","#A8C018FF","#609048FF"
"#D2E1DEFF","#548495FF","#3C4347FF","#758388FF","#DBE9E2FF","#8E9796FF","#D2E1DEFF","#548495FF","#3C4347FF","#758388FF","#DBE9E2FF","#8E9796FF"
"#607848FF","#184848FF","#C0C030FF","#A8A890FF","#90A878FF","#607848FF","#184848FF","#C0C030FF","#A8A890FF","#90A878FF","#607848FF","#184848FF"
"#389078FF","#60D0A0FF","#184848FF","#98D048FF","#70A830FF","#80E8C0FF","#506028FF","#B8F870FF","#B82820FF","#F8F8F8FF","#F86860FF","#D84840FF"
"#209058FF","#105020FF","#58C890FF","#68B020FF","#488820FF","#80E8C0FF","#D04058FF","#80E058FF","#F87878FF","#783028FF","#885838FF","#F8F8F8FF"
"#209058FF","#58C890FF","#105020FF","#D84040FF","#40A018FF","#80E8C0FF","#F88070FF","#803000FF","#68C840FF","#98F088FF","#D8C830FF","#F8F8F8FF"
"#D85020FF","#F89040FF","#903000FF","#F8D068FF","#D04008FF","#F8C060FF","#F8E098FF","#E0A858FF","#F09008FF","#F8F8F8FF","#184830FF","#40A078FF"
"#D04820FF","#F86848FF","#902010FF","#D04008FF","#F8B060FF","#F8D068FF","#F09008FF","#F8F8F8FF","#686868FF","#F8E098FF","#E0A858FF","#B0B0B0FF"
"#D86020FF","#F89040FF","#903000FF","#184068FF","#F8D068FF","#207890FF","#C03020FF","#F8C060FF","#F8A058FF","#F8E098FF","#E85040FF","#F8F8F8FF"
"#58A898FF","#90D0C8FF","#407060FF","#B0E8B8FF","#F8D068FF","#D08038FF","#E0A858FF","#902000FF","#602800FF","#F8E098FF","#F8F8F8FF","#B86800FF"
"#7868C0FF","#504078FF","#A888E8FF","#F0E888FF","#D8C088FF","#E0E8E0FF","#C0D0D8FF","#F8F8F8FF","#D0B8F8FF","#B88838FF","#C03000FF","#906060FF"
"#4080C0FF","#484880FF","#68A8E0FF","#E8A858FF","#F8F8F8FF","#D0C8C8FF","#90A0A0FF","#80D0F8FF","#F8D068FF","#B88838FF","#684838FF","#986848FF"
"#70A830FF","#506028FF","#98D048FF","#786038FF","#D0C860FF","#E8E878FF","#F8C060FF","#C04040FF","#E87830FF","#B8F870FF","#808080FF","#F8F8F8FF"
"#70A830FF","#98D048FF","#506028FF","#B8F870FF","#F8F8F8FF","#70A830FF","#98D048FF","#506028FF","#B8F870FF","#F8F8F8FF","#70A830FF","#98D048FF"
"#404058FF","#787898FF","#505070FF","#E0E0E0FF","#C0C0C0FF","#F8F8F8FF","#B0B0C0FF","#58B088FF","#D05828FF","#902010FF","#98C8C0FF","#F87850FF"
"#E8A840FF","#C87010FF","#882810FF","#181818FF","#F8E078FF","#808090FF","#F8F8F8FF","#C8C8C8FF","#C82800FF","#E06830FF","#C89858FF","#E8A840FF"
"#E0A858FF","#F8D068FF","#885800FF","#F8E098FF","#B07800FF","#686868FF","#383838FF","#F8F8F8FF","#E0A858FF","#F8D068FF","#885800FF","#F8E098FF"
"#181818FF","#D8C8F0FF","#F8F8F8FF","#B8A8C0FF","#606060FF","#E8A030FF","#A090A8FF","#F8C848FF","#885000FF","#980008FF","#E8E0F8FF","#F8F0A0FF"
"#785848FF","#583828FF","#A87858FF","#E0B860FF","#F8E088FF","#F8F0B8FF","#C89878FF","#E86040FF","#B00800FF","#F8A870FF","#F8F8F8FF","#B8B8B8FF"
"#785848FF","#E0B048FF","#D03018FF","#202020FF","#A87858FF","#F8E858FF","#583828FF","#E86040FF","#F0F0A0FF","#F8A870FF","#C89878FF","#F8F8F8FF"
"#785848FF","#E0B860FF","#A87858FF","#583828FF","#F8E088FF","#D03018FF","#F8F0B8FF","#E86040FF","#F8A870FF","#C89878FF","#F8F8F8FF","#E0B090FF"
"#603050FF","#905090FF","#B070B0FF","#586060FF","#F8F8F8FF","#D090D0FF","#D8D8D8FF","#C0C0C0FF","#A0A0A0FF","#B09030FF","#A01838FF","#E0C870FF"
"#C09840FF","#F0F0A0FF","#704800FF","#D8B850FF","#A07830FF","#F8E858FF","#E0B048FF","#F8F8F8FF","#D88060FF","#B87028FF","#F8C898FF","#B0B0B0FF"
"#181818FF","#C82010FF","#A87010FF","#784000FF","#F05040FF","#F88070FF","#D09838FF","#781800FF","#686050FF","#D0C098FF","#F8D0A8FF","#A89870FF"
"#D09838FF","#A87010FF","#784000FF","#F0B058FF","#C0B088FF","#605030FF","#C82010FF","#F8F8F8FF","#F05040FF","#F8C878FF","#F88070FF","#D8C8A0FF"
"#B870A0FF","#984880FF","#682058FF","#D8A0C0FF","#E0A858FF","#F8D068FF","#805010FF","#981000FF","#F8F8F8FF","#F07048FF","#F8E098FF","#C04018FF"
"#B870A0FF","#984880FF","#682058FF","#D8A0C0FF","#981000FF","#C04018FF","#F8F848FF","#C8C8C8FF","#F07048FF","#F8F8F8FF","#B870A0FF","#984880FF"
"#F8E800FF","#E8B800FF","#805000FF","#C08800FF","#F8F878FF","#686868FF","#E00000FF","#B00000FF","#F8F8F8FF","#F84848FF","#F8E800FF","#E8B800FF"
"#F8C000FF","#E89800FF","#F8F8F8FF","#986838FF","#704808FF","#F8E800FF","#F8F880FF","#885030FF","#E0B020FF","#B88040FF","#F8E058FF","#A85820FF"
"#E0E000FF","#E8E8D8FF","#D0B800FF","#A88800FF","#805010FF","#C8C8B8FF","#505050FF","#B0B0A0FF","#F8F8F8FF","#888888FF","#E0E000FF","#E8E8D8FF"
"#987810FF","#F0E858FF","#583000FF","#D8C020FF","#C8B048FF","#C8C8B8FF","#B8A000FF","#E8E8D8FF","#484848FF","#785800FF","#888888FF","#806000FF"
"#C0E0E8FF","#88C0C8FF","#385860FF","#5088B8FF","#F8F8F8FF","#1060B0FF","#D8F8F8FF","#183870FF","#4880F0FF","#C02010FF","#E84838FF","#C0E0E8FF"
